job_title,company_name,location,job_link,description,required_skills,posting_date
Assistante Administrative et financière,SMOFT ERP,"Sousse, Sousse, Tunisie",https://www.tanitjobs.com/job/1980637/assistante-administrative-et-financière/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à 106960 » Assistante Administrative et financière Rattachée directement au Directeur Général, vous assurez un rôle central de coordination, d’organisation et de support administratif. 1. Assistance directe au CEO Gestion et optimisation de l’agenda du CEO. Organisation des réunions, comités et rendez-vous stratégiques. Préparation, mise en forme et suivi des documents professionnels (présentations, rapports, comptes rendus, courriers). Gestion des communications (emails, appels, priorisation des sollicitations). Organisation des déplacements professionnels et suivi des notes de frais. 2. Coordination administrative du groupe Interface administrative entre Smort ERP et Universal Marketing. Suivi des actions transverses décidées par la Direction Générale. Centralisation, diffusion et traçabilité des informations clés. Contribution à l’harmonisation des pratiques administratives entre les entités. 3. Gestion administrative courante Suivi administratif des dossiers clients, fournisseurs et partenaires. Classement et archivage des documents (physiques et numériques). Préparation des éléments nécessaires à la comptabilité (factures, bons de commande, contrats). Suivi des échéances administratives et contractuelles. 4. Appui au pilotage et à l’organisation Contribution au suivi de tableaux de bord et reportings simples. Assistance dans la préparation des réunions stratégiques. Coordination des plannings et relance des interlocuteurs internes. Participation à la structuration des process internes dans un contexte de croissance. Formation en gestion, administration ou assistanat de direction. Expérience réussie sur un poste similaire, idéalement dans un environnement startup, PME ou groupe multi-activités. Excellentes capacités d’organisation, de priorisation et de gestion du temps. Très bonne maîtrise des outils bureautiques (Pack Office / Google Workspace). Aisance rédactionnelle et excellente communication orale. Sens aigu de la confidentialité, fiabilité et discrétion. Autonomie, proactivité et esprit d’initiative. Un poste stratégique au cœur de la Direction Générale. Un environnement dynamique, innovant et en forte évolution. Une réelle exposition aux enjeux business, tech et marketing. Des perspectives d’évolution selon performance et croissance du groupe. Emploi Tunisie » Offres d'emploi à 106960 » Assistante Administrative et financière","excel, go, r, tableau",Il'y a 3 semaines
PFE : Graphic Design Internship (Remote),Altair Technologies,"Bizerte, Bizerte, Tunisie",https://www.tanitjobs.com/job/1980674/pfe-graphic-design-internship-remote/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi en Tunisie » PFE : Graphic Design Internship (Remote) PFE Graphic Design Internship (Remote) Graphic Designer Intern – Brand Identity & Visual Design Altair Technologies is seeking a creative and detail-oriented Graphic Designer Intern to join our team. We are looking for a candidate who is passionate about storytelling through design and eager to help shape the DNA of an R&D tech company. In this role, you won’t just be making ""pretty pictures""; you will participate in the strategic logic and brand architecture that defines how we communicate complex innovations to the world. This is a fully remote, unpaid internship designed as a structured learning and development program. Our goal is to provide a high-value exchange where you contribute to real-world brand assets in return for intensive professional growth. Key Responsibilities Candidate Requirements If you are ready to build the visual future Technology, please submit your resume and a link to your portfolio. We are particularly interested in seeing case studies or projects that show how you developed a visual identity from concept to final execution. This is an end of studies internship only : PFE Required skills : Illustrator, Photoshop, Figma Emploi Tunisie » Offres d'emploi en Tunisie » PFE : Graphic Design Internship (Remote)","go, r",Il'y a 3 semaines
Commercial(e) B2B & B2C Tunis,V-Kard,"Ennaser, Ariana, Tunisie",https://www.tanitjobs.com/job/1978998/commercial-e-b2b-b2c-tunis/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Ennasr » Commercial(e) B2B & B2C Tunis Commercial(e) B2B & B2C – Solutions IT, IA, IoT & Digital Zone : Grand Tunis (Tunis et environs)Office situé au centre de TunisPoste véhiculé – véhicule personnel obligatoire À propos de Trustiatis & V-Kard Trustiatis et V-Kard accompagnent les entreprises et les particuliers dans leur transformation numérique en proposant des solutions technologiques fiables, évolutives et orientées performance. Nos domaines d’expertise incluent : En tant que Commercial(e) B2B & B2C, vous serez en charge de : Ce que nous proposons Type d'emploi : Temps plein, Temps partiel Lieu du poste : Télétravail hybride Emploi Tunisie » Offres d'emploi à Ennasr » Commercial(e) B2B & B2C Tunis","git, r, rust",Il'y a 4 semaines
Commercial B2B ( freelance ),KoneKt US Business,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1982243/commercial-b2b-freelance/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Tunis » Commercial B2B ( freelance ) KoneKtUS Business recrute des Commerciaux B2B orientés résultats pour la commercialisation de solutions Cloud destinées aux PME ( Petite et moyenne entreprise ) .Ce poste s’adresse à des profils autonomes, ambitieux et chasseurs, souhaitant évoluer dans un modèle de rémunération basé exclusivement sur la performance.Missions principales Profil recherché pour le poste : Commercial B2B - Tunis Emploi Tunisie » Offres d'emploi à Tunis » Commercial B2B ( freelance )",r,Il'y a 2 semaines
TECHNICIEN EN INFORMATIQUE,Sotufab Ksar Helal,"Harkoussia Bannene, Monastir, Tunisie",https://www.tanitjobs.com/job/1884303/technicien-en-informatique/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à harkoussia bannene - monastir » TECHNICIEN EN INFORMATIQUE Un technicien en informatique assure le bon fonctionnement des équipements et logiciels informatiques de l'entreprise . Ses principales missions incluent l'installation, la maintenance, le dépannage et la sécurité des systèmes réalise et sécurise l'installation des nouveaux équipements ou logiciels du parc informatique d'une entreprise, assure ensuite l'entretien et la réparation des différents matériels. SOTUFAB : Leader sur le marché de meubles et plastiques, bénéficiant d’une excellente image de marque d’un fort potentiel de développement., recherche dans le cadre d'une création de poste de Technicien en Informatique Emploi Tunisie » Offres d'emploi à harkoussia bannene - monastir » TECHNICIEN EN INFORMATIQUE","excel, r",Il'y a 1 mois
Ouvriers qualifiés (H/F),GRAPHIKA,"Ariana, Ariana, Tunisie",https://www.tanitjobs.com/job/1984230/ouvriers-qualifiés-h-f/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Ariana » Ouvriers qualifiés (H/F) On recrute des ouvriers dans le domaine d'impression. Profil: Vous êtes autonome et motivé, nous cherchons un ouvrier polyvalent qualifié, temps plein. Emploi Tunisie » Offres d'emploi à Ariana » Ouvriers qualifiés (H/F)",r,Il'y a 6 jours
Ingénieur Automatisme Industriel,Harington Technologies,"Centre Urbain Nord, Ariana, Tunisie",https://www.tanitjobs.com/job/1984800/ingénieur-automatisme-industriel/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Centre Urbain Nord, Tunisie » Ingénieur Automatisme Industriel Dans le cadre de la réalisation de projets d’automatisation logistique pour le compte de ses clients, Harington Technologies recrute un Ingénieur en Automatisme. Rattaché(e) aux équipes techniques, vous interviendrez sur l’ensemble du cycle de vie des systèmes automatisés, depuis la phase de développement jusqu’à la mise en service sur site, avec des déplacements réguliers entre Barcelone, Bruxelles, Paris et Lyon. Vos principales missions seront les suivantes : Configurer, programmer, tester et valider les différents équipements et composants du système automatisé Réaliser les mises en service sur site : téléchargement des programmes, paramétrage, réglages fonctionnels, tests de performance et diagnostic en cas de dysfonctionnement Rédiger la documentation technique liée aux installations (manuels d’utilisation, schémas, procédures) Former les utilisateurs et les équipes de maintenance à l’exploitation des équipements Assurer un reporting régulier des interventions, de l’avancement des travaux et du suivi des anomalies Apporter un support ponctuel à la production et au service après-vente selon les besoins Formation d’ingénieur ou équivalent en automatisme, électrotechnique ou informatique industrielle Expérience comprise entre 1 et 15 ans en automatisme industriel Bonne maîtrise de l’environnement Siemens, notamment TIA Portal Maîtrise des langages Grafcet, Ladder, langage structuré et des machines à états Capacité à lire et interpréter des schémas électriques Connaissances générales en mécanique appréciées Une bonne connaissance des variateurs de fréquence constitue un atout Maîtrise opérationnelle de l’anglais pour la lecture de documentation technique et les échanges professionnels Mobilité requise pour des déplacements fréquents entre Barcelone, Paris et Lyon Qualités attendues : Curieux(se) et motivé(e) par un environnement automatisme spécifique Dynamique, proactif(ve) et force de proposition Rigoureux(se), impliqué(e) et orienté(e) résultats Ce poste offre l’opportunité d’évoluer sur des projets techniques à dimension internationale, dans un environnement stimulant et structuré. Emploi Tunisie » Offres d'emploi à Centre Urbain Nord, Tunisie » Ingénieur Automatisme Industriel","go, r",Il'y a 3 jours
Assistante de Direction,csforyou.fr,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1980474/assistante-de-direction/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à lac 2 » Assistante de Direction Nous cherchons une Assistante de Direction pour rejoindre notre société offshore (France) · Saisie et contrôle des factures clients et fournisseurs · Saisie des factures · Maîtrise de la langue française · Bon niveau de communication en français · Maîtrise des outils bureautiques (Word, Excel, …) · Dynamique · Motivante · Ponctuelle Emploi Tunisie » Offres d'emploi à lac 2 » Assistante de Direction","excel, r",Il'y a 3 semaines
Offre de Stage PFE – Ingénieur(e) Développement Web,Oxygène Technologies,"Sfax, Sfax, Tunisie",https://www.tanitjobs.com/job/1973796/offre-de-stage-pfe-ingénieur-e-développement-web/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Sfax route ain km 1 » Offre de Stage PFE – Ingénieur(e) Développement Web Technologies : PHP / Laravel / Tailwind CSS / MySQL Projet : Plateforme SaaS E-commerce Nous développons une plateforme SaaS innovante Le projet est réel, ambitieux et évolutif, avec un objectif de lancement MVP dans 5 mois Le/la stagiaire participera activement à : La conception et le développement des modules pour le SaaS Le développement backend avec PHP8/Laravel L’intégration frontend avec Tailwind CSS, Vue.js La gestion de base de données MySQL La mise en place de bonnes pratiques (MVC, sécurité, performance) Technologies utilisées Emploi Tunisie » Offres d'emploi à Sfax route ain km 1 » Offre de Stage PFE – Ingénieur(e) Développement Web","laravel, mysql, php, r, vue.js",Il'y a 1 semaine
Expert Senior Confirmé Front-End Angular (réf 1/2026),SIMAC,"centre ville, Tunis, Tunisie",https://www.tanitjobs.com/job/1716791/expert-senior-confirmé-front-end-angular-réf-1-2026/?backPage=&searchID=1772105698.5395,Emploi Tunisie » Offres d'emploi à Bab Bhar » Expert Senior Confirmé Front-End Angular (réf 1/2026) Emploi Tunisie » Offres d'emploi à Bab Bhar » Expert Senior Confirmé Front-End Angular (réf 1/2026),"angular, r",Il'y a 1 semaine
PFE : Front-end internship (Remote),Altair Technologies,"Bizerte, Bizerte, Tunisie",https://www.tanitjobs.com/job/1980682/pfe-front-end-internship-remote/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi en Tunisie » PFE : Front-end internship (Remote) Front-End Developer Internship (React) Altair Technologies is looking for a Front-End Intern to help build the digital interface of our R&D tech company. This is a fully remote, structured internship focused on bridging the gap between sophisticated software and industrial innovation. High-Impact Learning: Contribute to real-world digital products through a structured mentorship program. Direct Mentorship: Receive 1-on-1 guidance and code reviews from senior leadership. Career Pipeline: Potential to transition into a paid role based on performance. Key Responsibilities Develop responsive web interfaces using React.js and modern JavaScript. Translate Figma designs into clean, maintainable CSS/SCSS code. Manage code versioning and collaboration via Git. Optimize components for performance across all devices. Candidate Requirements Strong foundations in HTML5, CSS3, and JavaScript (ES6+). Working knowledge of React (Hooks, Components). Experience with Git workflows. Portfolio or GitHub link showing clean, structured code. Proficiency in English. Flexible scheduling for academic commitments. A professional environment where your technical input matters. University credit (if applicable) and a professional reference. How to Apply: Send your resume and GitHub/Portfolio link to us today. We want to see how you turn technical challenges into functional code. This is an end of studies internship offer only. Skills : React, CSS , GIT , Python Emploi Tunisie » Offres d'emploi en Tunisie » PFE : Front-end internship (Remote)","git, java, python, r, react",Il'y a 3 semaines
Développeur Web Crawl / Scraping,Databiz,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1971737/développeur-web-crawl-scraping/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Développeur Web Crawl / Scraping Compétences techniques recherchées · Excellente maîtrise de Python (requests, BeautifulSoup, Selenium, Playwright, Scrapy…). · Bonne maîtrise de TypeScript (Node.js, Puppeteer, Playwright…). · Expérience confirmée en web scraping / crawling. · Compréhension du fonctionnement des sites web : DOM, API, cookies, headers, protection anti-bots, etc. · Connaissance des bases de données (SQL ou NoSQL). · Expérience en optimisation de performances et en gestion d’erreurs. · Maîtrise des bonnes pratiques de clean code et versioning (Git). · Bac+3 à Bac+5 en informatique ou équivalent. · Une première expérience en développement scraping / crawling est fortement appréciée. · Capacité à résoudre des défis techniques complexes. · Autonomie, rigueur et sens du détail. · Curiosité technologique et volonté d’apprendre continuellement. Nous sommes une équipe soudée, curieuse, passionnée, engagée et tournée vers l’apport d’impact positif Nous offrons à nos collaborateurs : - Un cadre de travail agréable - Des avantages sociaux : des tickets restaurants/cadeaux, prime d’assiduité, assurance Groupe, primes Aid. TYPE DE CONTRAT : CDI Compétences techniques recherchées · Excellente maîtrise de Python (requests, BeautifulSoup, Selenium, Playwright, Scrapy…). · Bonne maîtrise de TypeScript (Node.js, Puppeteer, Playwright…). · Expérience confirmée en web scraping / crawling. · Compréhension du fonctionnement des sites web : DOM, API, cookies, headers, protection anti-bots, etc. · Connaissance des bases de données (SQL ou NoSQL). · Expérience en optimisation de performances et en gestion d’erreurs. · Maîtrise des bonnes pratiques de clean code et versioning (Git). · Bac+3 à Bac+5 en informatique ou équivalent. · Une première expérience en développement scraping / crawling est fortement appréciée. · Capacité à résoudre des défis techniques complexes. · Autonomie, rigueur et sens du détail. · Curiosité technologique et volonté d’apprendre continuellement. Nous sommes une équipe soudée, curieuse, passionnée, engagée et tournée vers l’apport d’impact positif Nous offrons à nos collaborateurs : - Un cadre de travail agréable - Des avantages sociaux : des tickets restaurants/cadeaux, prime d’assiduité, assurance Groupe, primes Aid. TYPE DE CONTRAT : CDI Emploi Tunisie » Offres d'emploi à 1002 le Belvédère Tunis, Tunisie » Développeur Web Crawl / Scraping","excel, git, node.js, python, r, sql, typescript",Il'y a 2 semaines
Technicien en Informatique de Gestion,kastelo,"Sfax, Sfax, Tunisie",https://www.tanitjobs.com/job/1982103/technicien-en-informatique-de-gestion/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Sfax » Technicien en Informatique de Gestion Vos missions principales : Assistance aux utilisateurs : accompagnement téléphonique quotidien pour résoudre les problèmes courants (bureautique, applicatif, réseau, etc.) • Gestion des traitements en masse : intégration et mise à jour de données à grande échelle (prix, articles, inventaires, exportations de stocks, tarifs…), contrôle de cohérence et sécurisation des opérations • Suivi et audits des systèmes : analyse des utilisations, contrôle de conformité, et remontée proactive des incidents • Pilotage du journal des événements : veille sur l’intégrité du système, gestion des alertes et reporting des anomalies • Collaboration transverse : liaison entre les équipes métiers et IT pour faire évoluer les outils selon les besoins • Formation des utilisateurs : transmission des bonnes pratiques et accompagnement dans l’adoption des outils internes • La connaissance de Power BI est un atout apprécié, en particulier pour la visualisation des indicateurs et le suivi de l’activité. • Formation Bac+3 en informatique de gestion ou équivalent • Très bonne capacité de communication et d’écoute • Maîtrise des outils bureautiques, environnements Windows et logiciels de gestion • Connaissance des bonnes pratiques en sécurité informatique et en gestion des accès • Connaissance de Power BI pour l’analyse et la visualisation des données • La maîtrise de Cegid Orli constitue un atout appréciable Emploi Tunisie » Offres d'emploi à Sfax » Technicien en Informatique de Gestion","power bi, r",Il'y a 2 semaines
Stage PFE assistant commercial (SmartPFECom25),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",https://www.tanitjobs.com/job/1982799/stage-pfe-assistant-commercial-smartpfecom25/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Aida, cité el Ghazala » Stage PFE assistant commercial (SmartPFECom25) Smart Conseil est un éditeur de logiciels disposant également d’un pôle conseil, spécialisé dans l’intelligence artificielle, le Big Data et les technologies émergentes. Nous concevons des solutions innovantes telles que la maintenance prédictive, la connaissance client et les modèles comportementaux, tout en accompagnant nos clients dans la mise en œuvre de leurs projets IT et data (data engineering, machine learning, data science). Dans le cadre de notre croissance, nous recrutons un(e) stagiaire PFE – Assistant(e) Commercial(e) pour renforcer notre équipe. Étudiant(e) en commerce, gestion, RH ou domaine équivalent (stage PFE) Pourquoi rejoindre Smart Conseil ?​ Emploi Tunisie » Offres d'emploi à Aida, cité el Ghazala » Stage PFE assistant commercial (SmartPFECom25)","machine learning, r",Il'y a 2 semaines
Stage pré embauche Commercial Logiciels IA (SPECLIA01),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",https://www.tanitjobs.com/job/1981082/stage-pré-embauche-commercial-logiciels-ia-speclia01/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Ariana » Stage pré embauche Commercial Logiciels IA (SPECLIA01) En tant que commercial logiciel IA, votre rôle principal sera de promouvoir et de vendre des solutions logicielles basées sur l'intelligence artificielle en Tunisie, à nos clients potentiels. Vous serez responsable de la génération de leads, du développement des affaires et de la conclusion de contrats avec les clients. Vous travaillerez en étroite collaboration avec l'équipe de développement de produits et le service marketing pour atteindre les objectifs de vente et de croissance de l'entreprise. - Identifier et cibler de nouveaux clients potentiels pour les solutions logicielles IA. - Prospecter activement et générer des leads qualifiés grâce à des appels, des courriels, des réseaux sociaux, des salons professionnels, etc. - Comprendre les besoins et les défis des clients et proposer des solutions IA adaptées à leurs besoins. - Effectuer des démonstrations de produits et présenter les avantages de nos solutions logicielles IA. - Négocier les conditions commerciales et conclure les contrats avec les clients. - Assurer le suivi des ventes, gérer les comptes clients existants et développer des relations à long terme. - Collaborer avec l'équipe de développement de produits pour transmettre les commentaires des clients et contribuer à l'amélioration continue des produits. - Participer à des événements professionnels et représenter l'entreprise de manière professionnelle. - Maintenir une connaissance approfondie des tendances du marché et des concurrents dans le domaine de l'IA et des logiciels. - Expérience éprouvée en vente de logiciels ou de solutions technologiques, de préférence dans le domaine de l'intelligence artificielle. - Compréhension solide des concepts d'intelligence artificielle et de leurs applications dans le monde des affaires. - Excellentes compétences en communication et en négociation, avec la capacité de présenter de manière convaincante les avantages des solutions IA. - Forte orientation client et capacité à établir des relations solides avec les clients. - Capacité à travailler de manière autonome, à gérer efficacement son temps et à respecter les objectifs de vente. - Capacité à comprendre les besoins techniques des clients et à travailler en collaboration avec l'équipe de développement de produits. - Maîtrise de l'anglais et du français, à l'oral et à l'écrit. Emploi Tunisie » Offres d'emploi à Ariana » Stage pré embauche Commercial Logiciels IA (SPECLIA01)","excel, go, r",Il'y a 3 semaines
"Offshore Development & Support Team(ASP.NET, Angular, T-SQL)",REZCO DEVELOPMENT,"Monplaisir, Tunis, Tunisie",https://www.tanitjobs.com/job/1980877/offshore-development-support-team-asp-net-angular-t-sql/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Tunis » Offshore Development & Support Team(ASP.NET, Angular, T-SQL) Objectif de la mission Nous recherchons une équipe offshore expérimentée et fiable pour assurer le développement continu, la maintenance et le support applicatif de notre écosystème logiciel. La mission couvre principalement les heures de nuit et de début de matinée en CET, afin de garantir la continuité de service et la stabilité des applications. 1. Horaires & Disponibilité Plage horaire de couverture : 18h00 à 09h00 CET (GMT+1) Jours ouvrés : du lundi au vendredi Support week-end : optionnel, selon accord Continuité opérationnelle : Handover structuré avec l’équipe onshore CET Passation quotidienne à 09h00 et 18h00 2. Périmètre de la mission L’équipe offshore sera responsable de : Maintenance & Support Supervision de la santé applicative Gestion et résolution des incidents de production Tâches de maintenance préventive et corrective Développement applicatif Implémentation de nouvelles fonctionnalités Améliorations évolutives dans le respect de l’architecture existante Troubleshooting & Support critique Analyse et résolution en temps réel des bugs critiques Diagnostic et optimisation des problèmes de performance Intégration legacy & moderne Maintenance de services existants SOAP / WCF Développement de composants frontend modernes Mise à jour de la documentation technique Spécifications API et journaux de déploiement Transparence totale pour l’équipe onshore 3. Compétences techniques requises Niveau senior exigé sur l’ensemble du stack : ASP.NET (Framework et/ou .NET Core) Expertise confirmée en WCF et services SOAP Angular (versions récentes) Optimisation des performances, indexation, requêtes complexes CI/CD (Azure DevOps, Jenkins) Outils de ticketing & incident management (Jira, ServiceNow) ???? 4. Compétences transverses attendues Communication excellente : Anglais courant / quasi natif (oral & écrit) Rapports d’incidents et handovers clairs Autonomie & responsabilité : Capacité à prendre des décisions critiques en horaires off-hours Méthodologies Agiles : Scrum / Kanban parfaitement maîtrisés Qualité & bonnes pratiques : Code propre et maintenable Tests unitaires (NUnit, xUnit, Jasmine) Code reviews systématiques Expérience avérée sur des environnements à haute exigence Temps de réponse et de résolution stricts Emploi Tunisie » Offres d'emploi à Tunis » Offshore Development & Support Team(ASP.NET, Angular, T-SQL)","agile, angular, asp.net, azure, ci/cd, excel, jenkins, r, scrum, sql",Il'y a 3 semaines
"Chargé de recrutement IT / Talent Acquisition IT ( sourcing IT, sourcing des profils portage Salarial )",Dunamai Consulting,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1982624/chargé-de-recrutement-it-talent-acquisition-it-sourcing-it-sourcing-des-profils-portage-salarial/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à El Manar 2, Tunis » Chargé de recrutement IT / Talent Acquisition IT ( sourcing IT, sourcing des profils portage Salarial ) Compétences techniques Qualités personnelles Emploi Tunisie » Offres d'emploi à El Manar 2, Tunis » Chargé de recrutement IT / Talent Acquisition IT ( sourcing IT, sourcing des profils portage Salarial )",r,Il'y a 2 semaines
Consultant Sap Pp – Tunisie (CDI Ou Freelance),MAYAR DES SERVICES INFORMATIQUES,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1982431/consultant-sap-pp-tunisie-cdi-ou-freelance/?backPage=&searchID=1772105698.5395,"Emploi Tunisie » Offres d'emploi à Bizerte , » Consultant Sap Pp – Tunisie (CDI Ou Freelance) Mayar des Services Informatiques recrute Consultant Sap Pp – Tunisie (Cdi Ou Freelance) Nous recrutons un Consultant SAP PP – Tunisie Vous êtes passionné(e) par les environnements industriels et les processus de fabrication ?Vous maîtrisez SAP PP et les enjeux d’intégration avec le MES ?Rejoignez un projet structurant à forte valeur ajoutée dans un contexte manufacturing exigeant. › Localisation & Modalités› Poste basé en Tunisie (télétravail)› Possibilité d’évolution vers une mission en France› CDI› Salaire attractif › Votre missionDans le cadre d’un projet industriel, vous intervenez sur le déploiement de SAP PP et son intégration avec les systèmes MES, en lien direct avec les équipes IT et les opérations en usine.Vous jouez un rôle clé d’interface fonctionnelle afin d’assurer l’alignement entre les processus de production et la solution SAP. ›️ Vos responsabilitésRéaliser les analyses Fit/Gap entre les processus de fabrication et le modèle SAP PPParticiper au paramétrage et à la validation de la configuration SAP PPCoordonner les activités d’intégration avec le MESPréparer et sécuriser les données de production (articles, nomenclatures, gammes, postes de travail, centres de charge…)Participer aux phases de tests (SIT, UAT) et accompagner le go-liveInteragir directement avec les équipes métiers en environnement industriel › Profil recherché› Minimum 4 ans d’expérience sur SAP PP› Expérience confirmée en intégration MES› Solide connaissance du domaine production & manufacturing› Bonne compréhension des flux supply chain et des interactions avec MM, SD, QM, FI/CO› Capacité à analyser les incidents et à collaborer avec les équipes ABAP› Excellent relationnel et capacité à travailler en environnement usine› Français et anglais professionnels Exigences de candidature (IMPORTANT)Afin de garantir un processus de sélection confidentiel et conforme à nos standards :1️⃣ CV compatible ATS obligatoire :Votre CV doit être validé par un ATS (Applicant Tracking System). Qu’est-ce qu’un ATS ?Un ATS (Applicant Tracking System) est un logiciel utilisé par les recruteurs pour analyser automatiquement les CV.Il permet de :Scanner les mots-clés (SAP PP, MES, manufacturing, supply chain…)Vérifier la cohérence de l’expérienceClasser les candidatures selon leur pertinenceUn CV non compatible ATS risque d’être automatiquement rejeté. 2️⃣ Règles de confidentialité à respecter strictementPour des raisons de confidentialité et afin d’assurer une présélection équitable :› Ne pas inclure : nom complet, photo, email, numéro de téléphone, adresse› Le CV doit contenir uniquement votre prénom › Cette procédure doit impérativement être respectée afin d’éviter le rejet automatique de votre candidature par nos moteurs IA et garantir une sélection en toute confidentialité. Emploi Tunisie » Offres d'emploi à Bizerte , » Consultant Sap Pp – Tunisie (CDI Ou Freelance)","excel, go, r",Il'y a 2 semaines
"Freelance B2B Sales Hunters – Close High-Ticket SD-WAN Deals & Earn $10,350+ per Client!",CRS Network,"Tunis, Tunis, Tunisie",https://www.tanitjobs.com/job/1982063/freelance-b2b-sales-hunters-close-high-ticket-sd-wan-deals-earn-10-350-per-client/?backPage=&searchID=1772105850.6484,"Emploi Tunisie » Offres d'emploi à Rades Ben Arous » Freelance B2B Sales Hunters – Close High-Ticket SD-WAN Deals & Earn $10,350+ per Client! Freelance Hunters & Closers – White Label SD-WAN / Link Bonding We’re seeking experienced freelance B2B sales professionals to prospect, pitch, negotiate, and close high-ticket deals for our White Label SD-WAN & Link Bonding solution. Work with ISPs, Telecom Operators, MSPs, and IT Integrators across Europe, North Africa, Middle East & Lebanon. Deals & Commissions: Telecom Operator / ISP: $34,500 → $10,350 IT Integrator / MSP: $5,750 → $1,725 (Commission paid after client payment) Your Role: Full-cycle sales including prospecting, presenting the solution, running demos, negotiating, and closing deals. Requirements: Proven B2B sales experience in Telecom/IT, ability to close high-ticket deals, strong negotiation skills, and an existing network of target clients. Commission-only, fixed payout per deal. Expérience confirmée en vente B2B dans les secteurs Télécom/IT Capacité à prospecter et conclure des deals à forte valeur Compétences solides en négociation Réseau existant auprès des FAI, MSP, intégrateurs IT et opérateurs télécom dans les zones ciblées Travail 100 % commission, rémunération après paiement du client Emploi Tunisie » Offres d'emploi à Rades Ben Arous » Freelance B2B Sales Hunters – Close High-Ticket SD-WAN Deals & Earn $10,350+ per Client!","go, r",Il'y a 2 semaines
STAGE PFE DevOps (SPFEDO8),Smart Conseil,"Ariana, Ariana, Tunisie",https://www.tanitjobs.com/job/1984229/stage-pfe-devops-spfedo8/?backPage=&searchID=1772105850.6484,"Emploi Tunisie » Offres d'emploi à TUNIS » STAGE PFE DevOps (SPFEDO8) Smart Conseil est un éditeur de logiciels, nous offrons à nos clients des solutions dans le domaine de l'intelligence artificielle et la data science ainsi qu'une expertise pour accompagner leur processus de transformation digitale. Nous cherchons un(e) stagiaire en DevOps pour renforcer son équipe.​​Vos missions sont:​- D’intégrer le projet d’industrialisation et d’automatisation de nos projets Data Science en tant qu’ingénieur DevOps, en participant au design, au développement et à l’implémentation des solutions technologiques.​- De mettre en œuvre les services de conteneurisation et développer les micro-services adaptés et pertinents pour nos partenaires (Docker, CoreOS, API Management, autres…).​- De concevoir et de mettre en place une plateforme d’intégration continue et de gestion de configuration avec les meilleurs outils (Git, Ansible, Puppet, Chef, autres...).​- De réfléchir et lancer la future plateforme de déploiement et de suivi continu des services (Jenkins, Redmine, autres…).​- De participer au quotidien de l’équipe technique dans une ambiance collaborative et de fourmillement des idées . Avantages:​​-Un cadre de travail agréable.​-Le développement de vos connaissances.​-Possibilité d'embauche.​ -Rémunération selon profil.​-Période de stage : 5 à 6 mois (En télétravail). Emploi Tunisie » Offres d'emploi à TUNIS » STAGE PFE DevOps (SPFEDO8)","docker, git, jenkins, r",Il'y a 6 jours
Ingénieur Cybersécurité,Netcom Active Services,"Centre Urbain Nord, Ariana, Tunisie",https://www.tanitjobs.com/job/1981491/ingénieur-cybersécurité/?backPage=&searchID=1772105850.6484,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Ingénieur Cybersécurité Principales activités : De formation ingénieur ou BAC +5, vous justifiez d'une expérience confirmée d’au moins 5 ans sur un poste équivalent. Vous avez le sens du service et souhaitez travailler sur des technologies variées. Compétences requises: Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Ingénieur Cybersécurité","go, r",Il'y a 2 semaines
