"company","company_logo_url","description_preview","experience","full_description","location","posted_date","title","url"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Provide personalized IT support, troubleshoot incidents, develop customer relationships, and collaborate on knowledge base enhancement using various technologies.","0 - 2 Years","Job Description Roles & Responsibilities Apply organizations processes to provide efficient, personalized support for both Tunisian and foreign clients. Monitor, troubleshoot and resolve application incidents reported by the client with respect of fixed SLA and deadlines. Prioritize and categorize incidents. Track and document issues and resolutions. Troubleshoot issues by using the organizations knowledge base and other resources available. Collaborate in developing and enriching the organization knowledge base. Generate necessary reports required by the IT department and/or the client. Handle escalation and coordination with R&D engineers. Handle communication with clients and other support levels. Handle new features development and configuration using the system tools and based on client change requests.","Tunis - Tunisia","23 Jan","IT Support Engineer - Integration Specialist","https://www.naukrigulf.com/it-support-engineer-integration-specialist-jobs-in-tunis-tunisia-in-vneuron-0-to-2-years-n-cd-10009202-jid-230126501481"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Monitor and analyze revenue performance, support forecasting models, collaborate with teams, and produce reports; requires strong analytical skills and proficiency in Excel.","0 - 2 Years","Job Description Roles & Responsibilities Monitor, analyze, and drive revenue performance (MRR, TTM, churn, upsell/cross-sell). Support the design and improvement of forecasting models. Collaborate with sales, finance, and product teams to optimize performance. Produce regular reports and ad hoc analyses for management. Inspect ERP data for errors and recommend corrective actions. Ensure revenue accuracy by validating financials against contracts. Perform variance analysis and provide insights for management. Contribute to the continuous improvement of revenue management processes.","Tunis - Tunisia","23 Jan","Revenue Management Analyst","https://www.naukrigulf.com/revenue-management-analyst-jobs-in-tunis-tunisia-in-vneuron-0-to-2-years-n-cd-10009202-jid-230126501479"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Collaborate with the Chief Technology Officer to shape product strategy, lead engineering teams, and develop software using JAVA frameworks and agile methodologies.","5 - 7 Years","Job Description Roles & Responsibilities Work along with the CTO to set the roadmap and ensure its proper implementation Participate in shaping product strategy and making technical decisions Architect and develop new functionalities Coach and lead technically our engineering team Evaluate and improve the performance, maintainability, and security of applications in production. Work in an agile environment Participate in team development Leading, planning and budgeting projects What You Wont Be Doing You will not be making any decisions based primarily on saving money. You will not participate in pointless or ineffective meetings. So we give you the time and resources to live your passion. You will not be talking to customers. You will definitely not receive demands from people who dont understand the trade. Required profile Significant experience in the field of software Significant experience with JAVA frameworks (Spring, Hibernate) and Frontendbr> technologies (Angular, Typescript). Knowledge of Elasticsearch and Postgresql technologies Solid foundation in computer science, with strong competencies in algorithms, data structures, software design, and building large, distributed systems. A good technical curiosity to ensure permanent watch of the most recentbr> technologies. Proactive and having a problem-solving mindset A good experience in engineering leadership roles Ability to guide team members towards optimal problem solving Ability to work in an agile environment Very good at explaining why and how","Tunisia - Tunisia","23 Jan","Head of R&D Engineering","https://www.naukrigulf.com/head-of-r-d-engineering-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501476"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Lead and supervise a team in Java development, ensuring code quality, guiding junior developers, and participating in technology choices and software design.","5 - 7 Years","Job Description Roles & Responsibilities Lead and Supervise technically your team Guide your Team through technical issues and challenges Participate in technological choices, design and development of Vneurons products and projects. Ensure good code quality and respect the best practices of modern coding Develop work schedules and establish the load and time estimates Develop new software functionalities keep up to date with industry trends Bring the fruits of your experience to improve the collective effectiveness of the team Contribute to the recruitment of young developers","Tunis - Tunisia","23 Jan","Java Technical Lead","https://www.naukrigulf.com/java-technical-lead-jobs-in-tunis-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501475"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Analyze customer needs, define solutions, prepare specifications, coordinate teams, and train users, requiring strong communication and analytical skills.","1 - 7 Years","Job Description Roles & Responsibilities Analyze needs, shape solutions, gather and define requirements, lead business discussions, prepare functional specs, align R&D, QA and delivery, coordinate teams and train end-users to ensure smooth adoption and customer satisfaction. You will have the opportunity to work on exciting projects that are generating a positive impact around the world. We believe that every person is unique and special. Thus, we provide an attentive and active listening to your ideas and propositions as we believe that you will have an essential role in shaping the future of Vneuron's value proposition. What you will be doing ? Identify and collect customers requirements Conduct business meetings to analyze and frame customers need Conceive and define the optimal solution for customer need Prepare detailed functionnal specifications of the project Ensure clear understanding of customers requirements by r&d, QA, and delivery teams Coordinate with multidisciplinary teams to ensure customer satisfaction Ensure workshops to train final user about our software","Tunisia - Tunisia","23 Jan","Software Business Analyst","https://www.naukrigulf.com/software-business-analyst-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501473"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Design solutions and roadmaps, debug issues, document best practices, and communicate with stakeholders; requires software engineering diploma and expertise in JAVA frameworks a...","5 - 7 Years","Job Description Roles & Responsibilities Designing and recommending solutions along with roadmaps for proposed implementations. Debugging issues and generating performance analyses for deployed solutions. Documenting and sharing best practices while advocating for process improvements. Communicating with teams, clients, and project stakeholders while providing technical oversight at all project stages.","Tunisia - Tunisia","23 Jan","Solution Architect","https://www.naukrigulf.com/solution-architect-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126501470"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Manage accounts payable, payroll, and expense reports while ensuring compliance; requires a degree in accounting and strong computer skills.","2 - 7 Years","Job Description Roles & Responsibilities Ensure accounts payable, invoice and expense entry, prepare social and tax declarations, manage payroll, leave and expense reports, while guaranteeing compliance and efficiency in a dynamic environment. Manage accounts payable, including the entry of purchase invoices, overhead costs and fixed assets. Classifying and sorting accounting documents Prepare social and tax declarations Track and record expense reports. Manage leave and monitor absences (schedules, absences, paid leave) Manage payroll and all administrative aspects (preparation, data entry, calculation, verification) Configure the payroll tool and monitor regulatory changes and the application of social legislation.","Tunis - Tunisia","23 Jan","Accounting Assistant","https://www.naukrigulf.com/accounting-assistant-jobs-in-tunis-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126501465"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Research and identify growth opportunities, optimize marketing tactics, and analyze competitive landscapes while requiring a bachelor's degree and strong communication skills.","2 - 7 Years","Job Description Roles & Responsibilities Missions / What you will do Researching and understanding the company's long-term goals. Pinpointing issues that are hampering growth for the business. Choosing, setting, and prioritizing growth goals for the company. Identifying growth opportunities for the company. Testing and optimizing marketing tactics for customer acquisition and conversion rate optimization Conducting and presenting competitive analyses and market research Proposing new initiatives to attract prospects and convert leads as well as testing new approaches to capture existing demand Translating ideas to actionable items that deliver business results Analyzing, recommending and lead the implementation of improvement initiatives Keep abreast with the latest trends and changes in the digital marketing","Tunisia - Tunisia","23 Jan","Growth Hacker","https://www.naukrigulf.com/growth-hacker-jobs-in-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126501462"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Assist in vulnerability management, update security policies, support incident response, and contribute to Zero Trust initiatives while possessing a diploma in Cyber Security.","1 - 7 Years","Job Description Roles & Responsibilities As a Cyber Security Analyst, you will: Assist with the setup and day-to-day management of tools for vulnerability management and threat detection. Help update and maintain security policies, procedures, and standards to stay compliant with best practices and regulations. Support SIEM/SOAR operations by tuning alerts, adjusting rules, and working with DevOps on incident triage. Take part in post-incident reviews to evaluate and improve our security controls. Work closely with R&D and DevOps to ensure strong access controls, endpoint protection, and patch management. Use tools like Microsoft Defender and Azure Security Center to help prioritize remediation efforts based on risk. Contribute to the rollout and improvement of Zero Trust security initiatives. Monitor logs across systems, firewalls, and applications to support timely detection and response to potential threats. Participate in regular risk assessments, documenting findings and suggesting actionable improvements. Join incident response reviews and help implement lessons learned to prevent future issues. Explore new security tools and automation opportunities to help us stay ahead of threats. Why Join Us? Make an Impact: Youll help protect critical systems, data, and infrastructure from real-world threats. Work with Modern Tools: We use the latest in cloud-native security, automation, and DevSecOps practices.","Tunisia - Tunisia","23 Jan","Cyber Security Analyst","https://www.naukrigulf.com/cyber-security-analyst-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501459"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsible for lead generation, customer relationship management, and market intelligence; requires strong analytical skills and proficiency in multiple languages.","1 - 7 Years","Job Description Roles & Responsibilities Prospecting, Lead generation, and new customer relationships establishment Market and competitive intelligence Identifying customer needs Presenting our company and its products to stimulate the interest of prospects for a Proof Of Concept demo Exploitation of Vneruon CRM to log and update all activities Customer Proposal Management Work closely with the Account Management team to convert detected opportunities into new customers","Tunis - Tunisia","23 Jan","Sales Development Representative","https://www.naukrigulf.com/sales-development-representative-jobs-in-tunis-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126501455"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsibilities include data cleaning, lead sourcing, data enrichment, qualification, and collaboration with sales and marketing teams; requires analytical skills and excellent...","1 - 3 Years","Job Description Roles & Responsibilities Missions / What you will do Data Cleaning and Maintenance: Regularly review and clean CRM data to ensure accuracy and completeness. Identify and rectify any inconsistencies or errors within the database Lead Sourcing: Utilize various sources to identify and gather potential leads for different sectors and regions. Implement effective strategies to maximize lead generation efforts. Data Enrichment: Enhance CRM data by gathering additional information relevant to leads, including industry trends, company news, and contact details. Qualification: Evaluate lead quality and relevance to ensure alignment with our target audience. Implement lead scoring methods to prioritize high-potential leads. Collaboration: Work closely with the sales and marketing teams to align lead generation efforts with overall business objectives. Provide regular updates on lead generation metrics and performance.","Tunisia - Tunisia","23 Jan","English Speaker Lead Generation Specialist","https://www.naukrigulf.com/english-speaker-lead-generation-specialist-jobs-in-tunisia-in-vneuron-1-to-3-years-n-cd-10009202-jid-230126501453"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Install, configure and deploy hardware, provide technical support, manage inventory, requiring strong analytical skills and knowledge of Linux and Windows environments.","2 - 7 Years","Job Description Roles & Responsibilities Install, configure and deploy computer hardware and security equipment, assist users, resolve technical issues, manage IT purchases and monitor inventory to ensure smooth operation. Assignment : Assemble, install and commission new computer hardware and security equipment. Provide technical support to users. Diagnose and resolve equipment malfunctions. Ordering computer equipment. Monitor stock levels. Required skills: Linux and Windows environments. Good knowledge of LAN networks. Passionate about new technologies. Versatile, rigorous and well organized Ability to work under pressure. Ability to manage emergencies. What do we propose? The opportunity to work in stimulating environments and contribute to a positive impact on a global scale Opportunities for career advancement and development Health and wellness benefits for you and your family A dynamic and pleasant environment, fostering the acquisition of new skills Working conditions adapted to allow you to focus on what you love doing A high-performing team built on respect, sharing, and a passion for the profession Equal opportunities in employment, without distinction of gender, religion, culture or other Next step Do you have the audacity and the will to succeed? Don't wait any longer, come and contribute to your success and ours! Follow us on LinkedIn to learn more about our Spark team and our solutions.","Tunis - Tunisia","23 Jan","Systems and Network Administrator","https://www.naukrigulf.com/systems-and-network-administrator-jobs-in-tunis-tunisia-in-vneuron-2-to-7-years-n-cd-10009202-jid-230126500106"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsible for defining Quality Assurance processes, developing test plans, conducting test automation, and collaborating with teams to ensure quality software delivery.","5 - 7 Years","Job Description Roles & Responsibilities Software Quality testing is a necessity as we believe that it is the key to reach perfection. Your main mission will be to prove that our software is broken and to detect its failures and defects. Your will : Define and drive the Quality Assurance processes using both manual and automated testing. Develop software test plans and perform test validation scenarios Develop and conduct test automation scripts Lead the team on technical aspects and participate in its development Identify, document and track anomalies and non-conformances Review technical specifications Ensure quality deliveries and respect of project requirements Collaborate with multidisciplinary teams : Product, r&d, BA, delivery Ensure a continuous improvement of our QA process Provide regular reports Make it work, make it right, make it fast.i> em> Kent Beck/em> /i>","Tunisia - Tunisia","23 Jan","Senior Software QA Engineer","https://www.naukrigulf.com/senior-software-qa-engineer-jobs-in-tunisia-in-vneuron-5-to-7-years-n-cd-10009202-jid-230126500105"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsibilities include lead generation, client relationship building, and market monitoring; requires strong analytical skills and proficiency in French and English.","1 - 7 Years","Job Description Roles & Responsibilities Proposed Missions Prospecting, lead generation and establishing new relationships with clients. Monitoring the market and the competition. Determine customer needs. Presenting our company and its products to stimulate the interest of prospects for a proof-of-concept demonstration. Using Vneuron CRM to record and update all activities. Managing customer proposals. Working closely with the account management team to convert identified opportunities into new clients. Desired profile A degree in French language, computer science, finance or a huge interest in these three fields. You have strong analytical and problem-solving skills. You have excellent interpersonal and communication skills. You are dynamic and enterprising. An excellent level of written and spoken French is imperative. A good level of English is appreciated. A good level in a third language (Spanish, Turkish, Portuguese). A strong interest and desire to progress in the commercial field. Understanding the sales process is an asset.","Tunisia - Tunisia","23 Jan","Specialist in Sales Prospecting","https://www.naukrigulf.com/specialist-in-sales-prospecting-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126500104"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Lead client relationships, drive sales cycles, and ensure customer nurturing with excellent negotiation skills and strong communication in English and French.","5 - 10 Years","Job Description Roles & Responsibilities Lead impactful client relationships by identifying opportunities, shaping tailored solutions, driving the full sales cycle and closing strategic deals, while representing our company with excellence and delivering insightful reporting. Vneuron is a fast-growing RegTech company helping financial institutions stay ahead of compliance and risk challenges. Our solution, Reis RCS, supports banks and financial services in fighting financial crime through advanced technology. In 2025, Vneuron was named among the Top Innovators in the FinCrimeTech50 and won the Best Compliance as a Service Solution at the RegTech Insight Awards Europe. Weve also been recognized in the RegTech100 for the fourth year in a row on a global list of the most innovative companies in the field. If you're looking to join a team thats making a real impact in the world of compliance and technology, Vneuron is the place to be. Vneuron puts the development of its team at the heart of its priorities. We provide a pleasant and comfortable work environment. Our organizational structure is flat and collaborative, and our management is available and present. We invite you to be part of a passionate and committed young team who values respect and sharing spirit. You will be surrounded by highly skilled technical and functional experts willing to guide you to evolve in all aspects of your career. We believe that every person is unique and special. Thus, we provide attentive and active listening to your ideas and propositions as we believe that you will have an essential role in achieving our next milestone and shaping the future of Vneurons value proposition. What you will be doing Prospect territories and Qualify Business opportunities Participate in Business Development Strategies Ensure Customer Nurturing by developing good relationships with potential interlocutors Participate in well responding to proposals with the collaboration of the presales team Analyze prospects' and customers need Represent our Company and products Ensure the coordination and supervision of the whole sale process Ensure financial negotiations and contracts conclusion Prepare regular reporting What do we offer? The opportunity to work in exciting contexts and to help generate a positive impact around the world. Career Growth opportunity Healthcare and wellness Benefits to you and your family An evolving and pleasant environment that challenges you to develop new skills Appropriate conditions to help you focus on what you love doing A winning team that has relied on Respect, Sharing, and Passion for what it does Equal Employment Opportunities no matter your gender, religious, culture, etc Your Next Steps If you have the ambition to stimulate your career with new challenges while capitalizing on your potential and your perpetual thirst for learning, this job is for you. Apply Now and become the next Spark! Follow us on LinkedIn to learn more about the Spark team and our Spark solutions. We would be delighted to meet you and give you much more information!","Tunisia - Tunisia","23 Jan","Account Manager","https://www.naukrigulf.com/account-manager-jobs-in-tunisia-in-vneuron-5-to-10-years-n-cd-10009202-jid-230126500101"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Manage general and analytical accounting, prepare monthly tax returns, ensure accounting consistency, and possess strong knowledge of Tunisian standards and payroll processes.","3 - 5 Years","Job Description Roles & Responsibilities To manage general and analytical accounting , including the entry of accounting transactions of all kinds Prepare monthly tax and social security returns in compliance with regulatory deadlines. Participate in the preparation of the monthly report Perform bank reconciliations Ensuring the consistency of accounting entries","Tunisia - Tunisia","23 Jan","Senior Accountant","https://www.naukrigulf.com/senior-accountant-jobs-in-tunisia-in-vneuron-3-to-5-years-n-cd-10009202-jid-230126500098"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","The role involves data cleaning, lead generation, and collaboration with sales teams, requiring strong analytical skills and excellent written French.","1 - 7 Years","Job Description Roles & Responsibilities Vneuron prioritizes the development of its employees and enables its teams to work in optimal conditions. We invite you to join a young, passionate team driven by a taste for challenge. We also uphold the values of respect , commitment , and growth . We believe that each person is unique and special. Therefore, we listen carefully and actively to your ideas and suggestions because we believe you will play a vital role in the realization of our next step. You will also be surrounded by technical and functional experts to help you progress in your professional career. To strengthen our global presence, we are looking for a Lead Generation Specialist based in Tunisia. Missions, Proposals Data cleaning and updating: Regularly review and clean CRM data to ensure accuracy and completeness. Identify and correct any inconsistencies or errors in the database. Main supply: Use various sources to identify and gather potential leads for different sectors and regions. Implement effective strategies to maximize lead generation efforts. Data enrichment: Enhance CRM data by collecting additional information relevant to prospects, including industry trends, company news, and contact information. Qualification : evaluate the quality and relevance of the leads to ensure their alignment with our target audience. Implement prospect scoring methods to prioritize high-potential prospects. Collaboration : Working closely with the sales and marketing teams to align lead generation efforts with overall business objectives. Provide regular updates on lead generation metrics and performance.","Tunisia - Tunisia","23 Jan","French-speaking Lead Generation Specialist","https://www.naukrigulf.com/french-speaking-lead-generation-specialist-jobs-in-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126500096"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Support sales productivity by qualifying leads, analyzing needs, preparing presentations, and collaborating with teams; requires IT background and strong communication skills.","1 - 7 Years","Job Description Roles & Responsibilities The Customer Solution Consultant supports sales productivity and deal flow by securing the technical win. He collaborates with sales, support, product, and development teams in order to propose the best-suited deals for potential prospects. Missions : Qualify potential leads and sales opportunities. Investigate and analyze prospects' needs. Elaborate commercial propositions including technical and functional aspects. Collaborate with multidisciplinary teams to reach the needed information. Prepare high-quality Proof of Concept (POC) presentations for potential prospects demonstrating how we can satisfy their need and convince them with Vneurons solution. Ensure negotiations and Q/A sessions Drive market and competitive intelligence Required profile : IT background Significant experience in Pre-Sales position Excellent analytical and problem-solving skills Excellent interpersonal and communication skills Dynamic, self-starter, curious and empathetic Good written and verbal English level Good written and verbal French level Sharp, clear, and structured communicator Nice to have: Engineering degree Experience in IT sales Knowledge in the Risk & Compliance field Benefits The opportunity to work in exciting contexts and to help generate a positive impact around the world. Career Growth opportunity Healthcare and wellness Benefits to you and your family An evolving and pleasant environment that challenges you to develop new skills Appropriate conditions to help you focus on what you love doing A winning team that has relied on Respect, Sharing and Passion for what it does Equal Employment Opportunities no matter your gender, religion, culture, etc. Next steps If you have the ambition to stimulate your career with new challenges while capitalizing on your potential and your perpetual thirst for learning, this job is for you. Apply Now and become the next Spark! Follow us on LinkedIn to learn more about the Spark team and our Spark solutions. We would be thrilled to meet you and give you much more information!","Tunis - Tunisia","23 Jan","Senior Customer Solutions Consultant / Presales Engineer","https://www.naukrigulf.com/senior-customer-solutions-consultant-presales-engineer-jobs-in-tunis-tunisia-in-vneuron-1-to-7-years-n-cd-10009202-jid-230126500095"
"Vneuron","https://static.naukimg.com/ni/nipjp/10009202/10009202_srp.gif","Responsible for identifying compliance risks, preparing regulatory reports, and drafting agreements; requires a Master's degree and strong analytical skills.","5 - 10 Years","Job Description Roles & Responsibilities 1. Operational Tasks - RCCI Identifying compliance risks Updating the risk map Writing, analyzing, and enhancing the effectiveness and relevance of existing tools Implementing and executing the ongoing control strategy Regulatory monitoring: identifying national regulatory developments and international recommendations that could affect the company's operations Tracking incidents and complaints Managing relationships with regulatory authorities Promoting ethical conduct Establishing effective compliance programs 2. Reporting Preparation of regulatory reports Development of periodic activity reports, reporting, and documentation for our clients Participation in committees/meetings 3. Contractual aspects Drafting and updating product sales agreements with various partner institutions. Monitoring customer relationships. Assist in contract negotiations to achieve favorable terms and conditions. Provide guidance and support to internal stakeholders during the negotiation process.","Tunisia - Tunisia","23 Jan","Risk, Compliance and Legal Officer","https://www.naukrigulf.com/risk-compliance-and-legal-officer-jobs-in-tunisia-in-vneuron-5-to-10-years-n-cd-10009202-jid-230126500094"
"Hewlett-Packard","https://static.naukimg.com/ni/nipjp/10001411/10001411_srp.gif","Manage on-site software service delivery, ensuring customer satisfaction through technical support, relationship building, and proactive problem-solving while leveraging advance...","5 - 7 Years","Job Description Roles & Responsibilities Job Family Definition: Within the family there is a range of technical and managerial customer on-site functions. The family of jobs is focused on managing the onsite delivering of software services, pre-sales, post-sales or service delivery support, installation and configuration for customer environments. The jobs solve various business systems, networking and applications problems for standard industry servers, specialized or complex clustered environments. Deliver reactive and proactive activities according to Service Level Agreement to ensure customer satisfaction and loyalty. Provides direct post-sales systems on site technical support for reactive and proactive customers. Each position maintains a high level of customer satisfaction by ensuring clear business and technical solution alignment, clarifying customer needs and ensuring that they are met. Jobs are responsible for company Total Customer Experience as well as the revenue growth, profitability, and account retention. Management Level Definition: Applies developed subject matter knowledge to solve common and complex business issues and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues. Responsibilities: Apply advanced technical knowledge to operate one or more technology areas (e.g. server administration, technical security management, performance management) or customer groups that are critical or high- risk. Integrate technical knowledge and business understanding to create. solutions for customers. Resolve single- and cross- technology incidents independently. Work with team members to resolve unusually complex or cross- technology incidents. Proactively and reactively look for solutions to prevent problems from occurring in team/technology area. Apply company solutions to meet highly complex customer needs. Identify additional services that could lead to future service revenue growth. Provide technical consulting during contract renewal discussions. Build and maintain strong relationship up to senior management level in assigned accounts. Design and deliver support solutions using specific industry knowledge and expertise. Assist in managing delivery of industry support solutions. Lead Customer Expectation management as part of escalation process. Lead cross-team or large programs/projects. Coach or guide junior consultants. Knowledge and Skills: Thorough knowledge of company products and services offerings, company organization, competition, third party products and market trends. Broad knowledge of corporate organization, job, and policies. Comprehensive business, technical or functional knowledge at an expert level. Communicate tactfully with diplomacy up to senior management levels within an organization. Active listening skills and ability to adjust messages to audience level. Problem-solving skills (proactive, reactive and creative). Able to employ exemplary consulting skills by becoming a trusted advisor to the customer and providing clarity to solution determination. Well versed in core technical competencies and peaked in some technical area(s) intermediate skills in project management, communication, analysis and presentation. Provide suggestions for operational efficiencies.","Tunisia - Tunisia","16 hrs ago","Account Delivery Manager with Italian","https://www.naukrigulf.com/account-delivery-manager-with-italian-jobs-in-tunisia-in-hewlett-packard-5-to-7-years-n-cd-10001411-jid-160226500983"
"Hewlett-Packard","https://static.naukimg.com/ni/nipjp/10001411/10001411_srp.gif","Manage customer support and technical solutions, ensuring satisfaction and account retention while possessing advanced technical knowledge and fluency in Italian.","5 - 10 Years","Job Description Roles & Responsibilities Job Family Definition: Within the family there is a range of technical and managerial customer on-site functions. The family of jobs is focused on managing the onsite delivering of software services, pre-sales, post-sales or service delivery support, installation and configuration for customer environments. The jobs solve various business systems, networking and applications problems for standard industry servers, specialized or complex clustered environments. Deliver reactive and proactive activities according to Service Level Agreement to ensure customer satisfaction and loyalty. Provides direct post-sales systems on site technical support for reactive and proactive customers. Each position maintains a high level of customer satisfaction by ensuring clear business and technical solution alignment, clarifying customer needs and ensuring that they are met. Jobs are responsible for company Total Customer Experience as well as the revenue growth, profitability, and account retention. Management Level Definition: Applies developed subject matter knowledge to solve common and complex business issues and recommends appropriate alternatives. Works on problems of diverse complexity and scope. May act as a team or project leader providing direction to team activities and facilitates information validation and team decision making process. Exercises independent judgment to identify and select a solution. Ability to handle most unique situations. May seek advice in order to make decisions on complex business issues. Responsibilities: Apply advanced technical knowledge to operate one or more technology areas (e.g. server administration, technical security management, performance management) or customer groups that are critical or high- risk. Integrate technical knowledge and business understanding to create. solutions for customers. Resolve single- and cross- technology incidents independently. Work with team members to resolve unusually complex or cross- technology incidents. Proactively and reactively look for solutions to prevent problems from occurring in team/technology area. Apply company solutions to meet highly complex customer needs. Identify additional services that could lead to future service revenue growth. Provide technical consulting during contract renewal discussions. Build and maintain strong relationship up to senior management level in assigned accounts. Design and deliver support solutions using specific industry knowledge and expertise. Assist in managing delivery of industry support solutions. Lead Customer Expectation management as part of escalation process. Lead cross-team or large programs/projects. Coach or guide junior consultants. Education and Experience Required: Bachelor's degree preferred or Associate degree holder (technical field) with 5- 7 years working experience in related fields desired. Knowledge and Skills: Thorough knowledge of company products and services offerings, company organization, competition, third party products and market trends. Broad knowledge of corporate organization, job, and policies. Comprehensive business, technical or functional knowledge at an expert level. Communicate tactfully with diplomacy up to senior management levels within an organization. Active listening skills and ability to adjust messages to audience level. Problem-solving skills (proactive, reactive and creative). Able to employ exemplary consulting skills by becoming a trusted advisor to the customer and providing clarity to solution determination. Well versed in core technical competencies and peaked in some technical area(s) intermediate skills in project management, communication, analysis and presentation. Provide suggestions for operational efficiencies.","Tunisia - Tunisia","16 hrs ago","Account Support Manager with Italian","https://www.naukrigulf.com/account-support-manager-with-italian-jobs-in-tunisia-in-hewlett-packard-5-to-10-years-n-cd-10001411-jid-160226500982"
"Hewlett-Packard","https://static.naukimg.com/ni/nipjp/10001411/10001411_srp.gif","Lead operational excellence and transformation initiatives, driving governance, performance management, and innovation to optimize customer experience and organizational perform...","8 - 13 Years","Job Description Roles & Responsibilities We are looking for Business Operations Lead Tunis HUB to join our team! Lead and orchestrate operational excellence for the Global Technical Support Tunis HUB and Geos by driving governance, performance management, and transformation initiatives. Act as the strategic enabler and single point of accountability for operational processes, ensuring alignment with corporate objectives and bold goals. Deliver executive-level business reviews, foster collaboration across hubs, and champion innovation through automation, analytics, and continuous improvement to optimize customer experience and organizational performance. How you will make your mark: Operational Excellence & Governance Deploy and measure Objectives and Key Results (OKRs) aligned with Business bold goals. Define and track KPIs across Global Technical Support. Drive performance reviews and ensure alignment with organizational goals. Lead operational excellence through standardization, simplification, and automation of business processes. Own HUB governance and policies, ensuring compliance and driving metrics leadership. Enable end-to-end customer experience through analytics, insights, and dashboards. Standardize processes, enforce compliance, and mitigate risks. Collaborate with Ops Leads, SME s and hubs globally to ensure operational excellence. Prepare and deliver Quarterly Business Reviews (QBRs) and organizational performance reports for senior leadership. Consolidate insights into clear, actionable narratives for executive decision-making. Strategy, Planning & Transformation Drive internal transformation projects across the organization. Drive cost optimization and ROI tracking for transformation projects. Drive financial discipline across the organization. Build and lead current and future Cap-Cap models. Ensure timely delivery of milestones and adoption of new processes. Own and deploy the Organization s Plan of Record (PoR). Contribute to strategic planning and governance frameworks that optimize operational performance. Align resource planning with business priorities. Align operational priorities with corporate objectives and transformation roadmaps. Serve as the bridge between business strategy and execution, ensuring operational readiness for growth initiatives. Promote collaboration across HPE Operations and hubs. Innovation & Continuous Improvement Champion innovation and automation initiatives to modernize operations. Incubate ideas for process automation, AI-driven analytics, and digital transformation. Identify opportunities for process optimization and digital transformation. Drive operational maturity assessments and benchmark against industry best practices.","Tunisia - Tunisia","11 Feb","Business Operations Lead Tunis HUB","https://www.naukrigulf.com/business-operations-lead-tunis-hub-jobs-in-tunisia-in-hewlett-packard-8-to-13-years-n-cd-10001411-jid-110226500800"
