"company","company_logo_url","company_url","contract_types","full_description","industry","location","posted_date","salary","title","url"
"PROMINDS IT","","https://www.keejob.com/offres-emploi/companies/23837/","CDI","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba LASER INFORMATIQUE•Tunis Formateurs Vacataires INSTITUT DES SCIENCES ECONOMIQUES ET DE GESTION•Tunis Chef de projet / Integrateur ERP SYSTEMATIC ERP•Nabeul SYSTEMATIC ERP•Nabeul Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Pour un client francais, nous sommes a la recherche de 3 developpeurs COBOL ayant une solide experience avec les systemes mainframe d'au moins 6 ans. Nous cherchons des developpeurs motives et engages qui seront en mesure de relever le defit, et travailler sur un systeme exigeant en terme d'expertise et de disponibilite. Pour booster la motivation de nos salaries, nous proposons des contrats CDI, avec un salaire attractif et des perspectives sur le long terme. COBOL (mainframe)ADELIA est un grand plusDB2AS/400 + z/OSPL/1 est un nice to have, mais pas obligatoire Un salaire tres attractifMissions en France et/ou en Belgique occasionnelles et remunereesProjet long terme (pluriannuel)Formation offerte pour les motives","informatique / telecoms","Tunis","9 fevrier 2026","3500 - 5000 TND","3x Developpeurs COBOL","https://www.keejob.com/offres-emploi/236176/3x-d%C3%A9veloppeurs-cobol/"
"PHONETASTIK ENNASER","","https://www.keejob.com/offres-emploi/companies/34082/","CDI","Ariana Ville, Ariana, Tunisie Formations professionnelles Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Resp Infrastructure IT hotel Responsable Infrastructure et Exploitation IT Expert SharePoint / Microsoft 365 Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Rejoignez L'AVENTURE : RECHERCHE(E) CREATEUR/TRICE DE CONTENU & AMBASSADEUR/DRICEVous etes passionne(e) par l'univers des smartphones ? Vous savez transformer un simple accessoire en une pepite visuelle sur Instagram et TikTok ? Notre boutique de Vente & Reparation de Smartphones situee a Ennasr 2 passe au niveau superieur, et nous avons besoin de VOUS Votre Mission : Plus qu'un(e) simple employe(e), vous devenez le visage et la voix de notre boutique. Votre quotidien : Creation Visuelle : Realiser des photos et des Reels/TikToks creatifs, ultra-styles et percutants de nos produits et services. Storytelling : Mettre en avant nos nouveautes et nos prestations de reparation de maniere attractive. Ambassadeur : N'ayez pas peur de l'objectif ! Vous incarnerez la marque en apparaissant dans nos videos pour conseiller et engager notre communaute. Profil Recherche : Creatif(ve) dans l'ame : Vous maitrisez les codes des reseaux sociaux (montage, transitions, tendances actuelles). Excellent relationnel : Vous etes a l'aise face camera, souriant(e) et dote(e) d'une bonne elocution. Passionne(e) Tech : Les derniers iPhone, Samsung et gadgets n'ont aucun secret pour vous. Pourquoi nous rejoindre ? Cadre de travail premium : Une boutique moderne situee au cœur d'Ennasr 2. Remuneration : Un salaire tres motivant a la hauteur de votre talent et de vos resultats. Liberte creative : On vous donne les outils, vous apportez les idees ! Pret(e) a relever le defi ? Ne nous envoyez pas juste un CV, montrez-nous votre talent ! Ou envoyez-nous un message prive avec vos references ou un lien vers vos creations. Rejoignez-nous et faisons briller la tech ensemble !","informatique / telecoms","Ariana Ville, Ariana","9 fevrier 2026","1000 - 1500 TND","Community Manager","https://www.keejob.com/offres-emploi/236165/offre-demploi/"
"MEDIAVISION","https://www.keejob.com/media/recruiter/recruiter_28413/logo-28413-20230906-083716.png.300x300_q85_crop-smart.png","https://www.keejob.com/offres-emploi/companies/28413/","CDI","Sousse, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Expert SharePoint / Microsoft 365 Expert Intune Administration / Compliance Admin Mic Intune & M365 (Level 3 / Senior) Secteur:informatique / telecoms Taille:Moins de 20 employes Description de l'annonce Nous recrutons 2 deux Techniciens Courant Faible dans les systemes de securite (alarmes, videosurveillance, controle d’acces, etc.) Missions principales : Installation et maintenance des systemes de videosurveillance, alarme intrusion, controle d’acces, detection incendieTirage de cables, raccordements et mises en serviceLecture de plans et schemas techniquesDiagnostiques et interventions en cas de panneRespect des normes de securite en vigueur Exigences de l'emploi: Permis de conduire souhaite Permis de conduire souhaite Lieu de travail : Sousse.","informatique / telecoms","Sousse","9 fevrier 2026","500 - 1000 TND","Techniciens Courant Faible","https://www.keejob.com/offres-emploi/236145/technicien-en-courant-faible/"
"SOFABI","","https://www.keejob.com/offres-emploi/companies/25160/","CDI, CDD, SIVP, Stage/PFE","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Responsable Infrastructure et Exploitation IT Ingenieur en Automatisation Secteur:artisanat / textile / cuir Taille:Entre 20 et 100 employes Description de l'annonce Nous recherchons un(e)ingenieur(e) IT recemment diplome(e)ou un(e)etudiant(e) en fin d’etudes (PFE) pour travailler sur Odoo, notre ERP principal. ⚠️ Nos projets sont developpes sur Odoo : il est donc indispensable d’avoir un reel interet ou une forte motivation a se former et evoluer sur Odoo. • Parametrage et personnalisation d’Odoo • Travail sur les modules Odoo selon les besoins de l’entreprise • Analyse des processus metiers et adaptation d’Odoo • Support, tests et documentation • Formation en informatique • Jeune diplome(e) ou etudiant(e) PFE • Interet marque pour les ERP et Odoo • Motivation, rigueur et capacite d’apprentissage Conditions de travail : •Lieu :59 Av Khaled Ibn el Walid , L'Aouina - Tunis • Temps plein –48h/semaine •Presentiel uniquement •Du lundi au vendredi :8h30 – 18h • Encadrement et formation sur Odoo • Projets concrets bases sur des cas reels • Possibilite d’evolution apres le stage","artisanat / textile / cuir","Tunis","6 fevrier 2026","800 - 1200 TND","Ingenieur IT/PFE","https://www.keejob.com/offres-emploi/236125/ing%C3%A9nieur-itpfe/"
"ACTIVE CONTACT","https://www.keejob.com/media/recruiter/recruiter_891/logo-891-20240924-142933.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/891/","","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Resp Infrastructure IT hotel PHONETASTIK ENNASER•Ariana Secteur:call center / televente Taille:Entre 200 et 500 employes Active Contact est l’un des Centres de contacts leaders en Tunisie, comptant plus de 620 positions, 9 langues parlees, 8 millions d'interactions clients gerees par an et plus de 17 clients actifs. Certifie ISO 18295 et ISO 9001, Active Contact a su developper des partenariats aupres de clients leaders dans leurs domaines, depuis 2006. Acteur global en externalisation de la relation client, nous operons sur des campagnes de reception et emission d'appels ainsi qu'en back-office. Postulez chez nous pour faire partie de notre belle equipe grandissante ! Description de l'annonce Active Contact recruteun Responsable Infrastructure et Exploitation Informatique charge d’assurer la disponibilite, la performance et la securite des systemes d’information.Il pilote l’exploitation du SI, manage les equipes Infrastructure et Exploitation et accompagne les projets de transformation IT.ActivitesManager les equipes Infrastructure et Exploitation multi-sitesGarantir la haute disponibilite des systemes et reseauxVeiller a la securite et au bon fonctionnement de l’infrastructure SIPiloter l’activite d’exploitation et le traitement des tickets RUNMettre en place les bonnes pratiques IT et la maintenance preventiveAccompagner les projets Cloud, virtualisation et transformation ITAccompagner la DSI dans la mise en œuvre de la politique de securiteProfilBac +5 en InformatiqueMinimum 2 ans d’experienceAdministration reseaux, securite, OS Windows/LinuxAD, GPO, DHCP, virtualisation, DockerBackup (Veeam)Management d’equipesRigueur, reactivite, sens du resultat Active Contact recruteun Responsable Infrastructure et Exploitation Informatique charge d’assurer la disponibilite, la performance et la securite des systemes d’information.Il pilote l’exploitation du SI, manage les equipes Infrastructure et Exploitation et accompagne les projets de transformation IT. Manager les equipes Infrastructure et Exploitation multi-sitesGarantir la haute disponibilite des systemes et reseauxVeiller a la securite et au bon fonctionnement de l’infrastructure SIPiloter l’activite d’exploitation et le traitement des tickets RUNMettre en place les bonnes pratiques IT et la maintenance preventiveAccompagner les projets Cloud, virtualisation et transformation ITAccompagner la DSI dans la mise en œuvre de la politique de securite Bac +5 en InformatiqueMinimum 2 ans d’experienceAdministration reseaux, securite, OS Windows/LinuxAD, GPO, DHCP, virtualisation, DockerBackup (Veeam)Management d’equipesRigueur, reactivite, sens du resultat","","Tunis","5 fevrier 2026","","Responsable Infrastructure et Exploitation IT","https://www.keejob.com/offres-emploi/236060/responsable-infrastructure-et-exploitation-it/"
"NEOSHORE","https://www.keejob.com/media/recruiter/recruiter_32798/logo-32798-20250805-134811.png.300x300_q85_crop-smart.png","https://www.keejob.com/offres-emploi/companies/32798/","CDI","Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Responsable Infrastructure et Exploitation IT Taille:Moins de 20 employes Description de l'annonce Neoshore est une entreprise specialisee dans le developpement et l'integration de solutions technologiques innovantes pour des clients internationaux. Nous accompagnons nos partenaires dans la conception, le deploiement et l'optimisation de leurs infrastructures cloud, en privilegiant la performance, la fiabilite et la securite. En tant qu'Ingenieur(e) en Automatisation et Implementation IA, vous serez au cœur de la realisation de differents projets. Vous traduirez les besoins fonctionnels en solutions techniques robustes et efficaces. Votre role sera essentiel pour concevoir, construire et maintenir les workflows d'automatisation qui constituent la base de nos services. Vous travaillerez en etroite collaboration avec le Chef de Projet et le CTO pour garantir la qualite et la pertinence des solutions livrees. Vos missions et responsabilites Conception et developpement de workflows : Designer des flux de travail complexes et performants sur la plateforme d'automatisation N8N pour repondre aux specifications des projets. Integration de systemes : Assurer la connexion fluide entre N8N et une multitude d'outils externes (CRM, ERP, plateformes marketing, etc.) via leurs APIs respectives. Operationnalisation technique : Transformer des concepts de haut niveau et des cahiers des charges fonctionnels en workflows d'automatisation concrets, fiables et Ingenierie de prompts : Developper, tester et optimiser des prompts pour les modeles de langage (LLMs) afin d'assurer des resultats precis et pertinents dans les Maintenance et resolution de problemes : Mettre en place un monitoring proactif des workflows, identifier et corriger les bugs, et communiquer efficacement avec l'equipe interne sur les incidents et leur resolution. Configuration de RAG : Parametrer et affiner les systemes de ""Retrieval-Augmented Generation"" (RAG) pour ameliorer la pertinence et la contextualisation des reponses Tests et validation : Mener des phases de tests rigoureuses pour valider la fiabilite et la performance des automatisations avant leur deploiement final chez le client. Collaboration et reporting : S'interfacer de maniere continue avec le Chef de Projet pour le suivi de l'avancement et avec le CTO pour les validations techniques, afin d'assurer une livraison client reussie. Competences techniques indispensables : Excellente maitrise de la plateforme d'automatisation N8N. Solide experience dans la manipulation d'APIs REST/GraphQL et l'integration de Connaissance pratique du Prompt Engineering et des methodologies de test associees. Comprehension des concepts de RAG (Retrieval-Augmented Generation). Capacite a diagnostiquer et resoudre des problemes techniques de maniere autonome. Competences appreciees : Experience avec d'autres outils d'automatisation (Make, Zapier, etc.). Connaissances en JavaScript (Node.js) pour le developpement de nœuds personnalises. Notions de base sur les architectures de donnees et les bases de donnees (SQL, NoSQL). Sensibilite aux enjeux de la securite des donnees dans les flux d'automatisation. Qualites personnelles : Rigoureux(se) et methodique : Vous avez le souci du detail et une approche structuree du developpement et des tests. Excellent communicant(e) : Vous etes capable d'expliquer des concepts techniques de maniere claire et de collaborer efficacement avec des profils varies. Proactif(ve) et curieux(se) : Vous assurez une veille technologique constante et etes force de proposition pour ameliorer nos outils et nos methodes. Oriente(e) solution : Vous etes pragmatique et savez trouver des solutions creatives pour surmonter les obstacles techniques. Pourquoi nous rejoindre ? Participez a des projets stimulants a la pointe de l'innovation en IA et automatisation. Integrez une equipe a taille humaine, favorisant la collaboration et la prise d'initiative. Beneficiez d'une grande autonomie dans l'organisation de votre travail. Contribuez directement a la croissance d'une entreprise ambitieuse.","autres","Tunis","5 fevrier 2026","2000 - 3000 TND","Ingenieur en Automatisation","https://www.keejob.com/offres-emploi/236006/ing%C3%A9nieur-en-automatisationimpl%C3%A9mentation-ia/"
"CPL JOBS","https://www.keejob.com/media/recruiter/recruiter_14383/logo-14383-20171204-170100.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/14383/","","Ariana, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Resp Infrastructure IT hotel Formateurs Vacataires INSTITUT DES SCIENCES ECONOMIQUES ET DE GESTION•Tunis Techniciens Courant Faible Secteur:recrutement / ressources humaines Taille:Entre 20 et 100 employes Description de l'annonce A la recherche d'un(e)Expert UC Teams (Microsoft Teams – Telephonie & Communications Unifiees)ResponsabilitesConcevoir et deployer une architectureMicrosoft Teams PhoneConfigurer et gererDirect Routinget/ouOperator ConnectDeployer et administrer lesSBC (Session Border Controller)Mettre en place le plan de numerotation, les files d’attente, auto-attendantsAssurer la qualite de service (QoS), audio/video, et optimisation reseauAutomatiser les taches viaPowerShellSupport avance (niveau 3) : diagnostic, resolution d’incidents complexes, optimisationDocumentation technique complete et runbooksCompetences techniques requisesMicrosoft Teams (administration avancee)Teams Phone / telephonie (Direct Routing, Operator Connect)SBC (Session Border Controller)PSTN, routage, plan de numerotationPowerShell avanceQoS et optimisation reseauSupport niveau 3ProfilMinimum5 ans d’experiencesur Teams / telephonie unifieeCertification(s) souhaitees :MS-700,Teams Voice, etc.Anglais professionnel requis A la recherche d'un(e) Expert UC Teams (Microsoft Teams – Telephonie & Communications Unifiees) Concevoir et deployer une architectureMicrosoft Teams PhoneConfigurer et gererDirect Routinget/ouOperator ConnectDeployer et administrer lesSBC (Session Border Controller)Mettre en place le plan de numerotation, les files d’attente, auto-attendantsAssurer la qualite de service (QoS), audio/video, et optimisation reseauAutomatiser les taches viaPowerShellSupport avance (niveau 3) : diagnostic, resolution d’incidents complexes, optimisationDocumentation technique complete et runbooks Competences techniques requises Microsoft Teams (administration avancee)Teams Phone / telephonie (Direct Routing, Operator Connect)SBC (Session Border Controller)PSTN, routage, plan de numerotationPowerShell avanceQoS et optimisation reseauSupport niveau 3 Minimum5 ans d’experiencesur Teams / telephonie unifieeCertification(s) souhaitees :MS-700,Teams Voice, etc.Anglais professionnel requis","","Ariana","4 fevrier 2026","","Expert UC Teams","https://www.keejob.com/offres-emploi/235959/expert-uc-teams/"
"CPL JOBS","https://www.keejob.com/media/recruiter/recruiter_14383/logo-14383-20171204-170100.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/14383/","","Ariana, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Resp Infrastructure IT hotel PHONETASTIK ENNASER•Ariana Techniciens Courant Faible Secteur:recrutement / ressources humaines Taille:Entre 20 et 100 employes Description de l'annonce A la recherche d'un(e):Expert SharePoint / Microsoft 365ResponsabilitesConcevoir l’architecture SharePoint Online et Microsoft 365Mettre en place la gouvernance, la securite, les permissions et la conformiteGerer la migration et la consolidation de contenu (SharePoint On-Prem → Online)Optimiser les environnements Teams, OneDrive, Exchange en lien avec SharePointAutomatiser les processus viaPowerShelletPower AutomateFournir un support technique avance (niveau 3) et resoudre les incidents complexesRediger la documentation technique et les proceduresCompetences techniques requisesSharePoint Online (architecture, administration, gouvernance)Microsoft 365 (Teams, OneDrive, Exchange)PowerShell avanceMigration SharePoint (souhaite)Securite et conformite M365 (DLP, Sensitivity labels, etc.)Power Automate / Power Apps (souhaite)ProfilMinimum5 ans d’experiencesur SharePoint / M365Certification(s) souhaitees :MS-700,MS-600,MS-102Anglais professionnel requis A la recherche d'un(e): Expert SharePoint / Microsoft 365 Concevoir l’architecture SharePoint Online et Microsoft 365Mettre en place la gouvernance, la securite, les permissions et la conformiteGerer la migration et la consolidation de contenu (SharePoint On-Prem → Online)Optimiser les environnements Teams, OneDrive, Exchange en lien avec SharePointAutomatiser les processus viaPowerShelletPower AutomateFournir un support technique avance (niveau 3) et resoudre les incidents complexesRediger la documentation technique et les procedures Competences techniques requises SharePoint Online (architecture, administration, gouvernance)Microsoft 365 (Teams, OneDrive, Exchange)PowerShell avanceMigration SharePoint (souhaite)Securite et conformite M365 (DLP, Sensitivity labels, etc.)Power Automate / Power Apps (souhaite) Minimum5 ans d’experiencesur SharePoint / M365Certification(s) souhaitees :MS-700,MS-600,MS-102Anglais professionnel requis","","Ariana","4 fevrier 2026","","Expert SharePoint / Microsoft 365","https://www.keejob.com/offres-emploi/235958/expert-sharepoint-microsoft-365/"
"CPL JOBS","https://www.keejob.com/media/recruiter/recruiter_14383/logo-14383-20171204-170100.jpg.300x300_q85_crop-smart.jpg","https://www.keejob.com/offres-emploi/companies/14383/","","Ariana, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Project Reporting Specialist KROMBERG SCHUBERT CENTRE TEHNOLOGIQUE•Ariana Techniciens Courant Faible Secteur:recrutement / ressources humaines Taille:Entre 20 et 100 employes Description de l'annonce A LA RECHERCHE d'un(e):Expert Intune Administration / Compliance (Microsoft Endpoint Manager)ResponsabilitesConcevoir et deployer une plateformeMicrosoft Intune / Endpoint Managera grande echelleDefinir et implementer les politiques desecurite, conformite et configurationGerer les strategies d’acces conditionnel, MFA, et protection des endpointsMettre en place et optimiserAutopilot, gestion des appareils (Windows 10/11, mobiles)Automatiser les taches viaPowerShell / Graph APIAssurer le support avance (niveau 3) et le depannage d’incidents complexesProduire une documentation technique, des runbooks et des rapports de conformiteCompetences techniques requisesMicrosoft Intune / Endpoint Manager (niveau expert)Azure AD / Entra IDSecurite des endpoints (Device Compliance, Conditional Access)PowerShell avance (automatisation + reporting)Connaissance des outils de gestion M365 et securiteExperience en support niveau 3ProfilMinimum5 ans d’experienceen administration Intune / Endpoint ManagerExperience dans des environnements complexes et multi-sitesCertification(s) souhaitees :MS-102,MD-102,AZ-104ou equivalentAnglais professionnel requis A LA RECHERCHE d'un(e): Expert Intune Administration / Compliance (Microsoft Endpoint Manager) Concevoir et deployer une plateformeMicrosoft Intune / Endpoint Managera grande echelleDefinir et implementer les politiques desecurite, conformite et configurationGerer les strategies d’acces conditionnel, MFA, et protection des endpointsMettre en place et optimiserAutopilot, gestion des appareils (Windows 10/11, mobiles)Automatiser les taches viaPowerShell / Graph APIAssurer le support avance (niveau 3) et le depannage d’incidents complexesProduire une documentation technique, des runbooks et des rapports de conformite Competences techniques requises Microsoft Intune / Endpoint Manager (niveau expert)Azure AD / Entra IDSecurite des endpoints (Device Compliance, Conditional Access)PowerShell avance (automatisation + reporting)Connaissance des outils de gestion M365 et securiteExperience en support niveau 3 Minimum5 ans d’experienceen administration Intune / Endpoint ManagerExperience dans des environnements complexes et multi-sitesCertification(s) souhaitees :MS-102,MD-102,AZ-104ou equivalentAnglais professionnel requis","","Ariana","4 fevrier 2026","","Expert Intune Administration / Compliance","https://www.keejob.com/offres-emploi/235957/expert-intune-administration-compliance/"
"","","","","Cite El Khadra, Tunis, Tunisie Customer Service Manager YOURENT FACTORY•La Manouba Stage PFE , Developpeur Flutter PROSERVICES TRAINING COMPANY•Ariana Resp Infrastructure IT hotel PHONETASTIK ENNASER•Ariana Responsable Infrastructure et Exploitation IT Secteur:commerce / vente / distribution Taille:Entre 20 et 100 employes Description de l'annonce Definition de la mission generale :Le responsable informatique gere les besoins en solutions informatiques (materielles et logicielles). Il veille en permanence a l'efficacite du parc informatique, ainsi qu'au respect des acquisitions de licences utilisateurs.Le responsable informatique assure l’organisation, le suivi et la mise en œuvre de toute l’infrastructure systeme et informatique de l’entreprise. Definition de la mission generale : Le responsable informatique gere les besoins en solutions informatiques (materielles et logicielles). Il veille en permanence a l'efficacite du parc informatique, ainsi qu'au respect des acquisitions de licences utilisateurs. Objectif du poste :- Veiller au bon fonctionnement et a la disponibilite du systeme informatique ;-Mettre en place des projets d'evolution en fonction des besoins des utilisateurs.- Exercer une veille sur les evolutions technologiques et etre force de proposition aupres de la direction.- Veille a la securite des systemes d’information. - Veiller au bon fonctionnement et a la disponibilite du systeme informatique ; -Mettre en place des projets d'evolution en fonction des besoins des utilisateurs. - Exercer une veille sur les evolutions technologiques et etre force de proposition aupres de la direction. Principales activites liees a la mission generale :Activites techniques :·La supervision des reseaux et des telecommunications.·Le choix des technologies utilisees.·Il a un role crucial a jouer dans l’innovation de l’entreprise et l’amelioration constante des processus de production.·Definition des besoins en informatique et mise en place du parc·Gestion des achats de materiel et des licences·Mise en place de sessions de formations·Maintenance et mise a jour du parc informatique·Gestion des systemes de securiteLa gestion des activites informatiques sous-traitees.Evaluation des risques et gestion de la securite informatique, stockage des donnees, charte informatique, confidentialite / partage de certaines informations,Organisation de la maintenance des systemes d’information et management des equipes,·Etablir le budget informatique, gerer les moyens financiers, techniques et humains.·Choisir les equipements (materiels, logiciels, reseaux) et negocier avec les fournisseurs.·Definir, en collaboration avec les responsables de services ou unites, les besoins informatiques et elaborer un plan informatique tout en assurant sa mise en œuvre (l’etude de faisabilite du projet, de son budget, de son planning, des resultats attendus et de ses consequences sur l’organisation du travail).·Concevoir et mettre en œuvre l’architecture des reseaux et des telecommunications et superviser leur fonctionnement/disponibilite.·Mettre en œuvre et appliquer les procedures garantissant la protection, fiabilite et la confidentialite des donnees.·Mettre en place et gerer la documentation IT (procedure, protocole, instruction, enregistrement, …).·Rediger une documentation technique axee sur la gestion et les utilisateurs.Activites manageriales :·Manager l'equipe·Definir les objectifs des collaborateurs·Repartir les taches et assurer l'organisation de service informatique·Animer et organiser les reunions internes·Proceder aux entretiens annuels et fixer les objectifs a atteindre·Reperer et definir les besoins en formation des collaborateurs·Coordonner les activites de service informatiqueFormations / Diplomes : Bac +5Experiences anterieures dans un poste similaire : de 5 ans dans le domaine de l’IT (Information Technology)Domaine de connaissances professionnelles :. Developpement informatique, ERP, Reseau et telecommunication, Cyber Securite, Normes informatiques, Windows Server, Antivirus.. La gestion des contrats commerciaux et le suivi de la qualite de services,. La gestion des risques et la securite, Principales activites liees a la mission generale : Activites techniques : ·La supervision des reseaux et des telecommunications. ·Le choix des technologies utilisees. ·Il a un role crucial a jouer dans l’innovation de l’entreprise et l’amelioration constante des processus de production. ·Definition des besoins en informatique et mise en place du parc ·Gestion des achats de materiel et des licences ·Mise en place de sessions de formations ·Maintenance et mise a jour du parc informatique ·Gestion des systemes de securite La gestion des activites informatiques sous-traitees.Evaluation des risques et gestion de la securite informatique, stockage des donnees, charte informatique, confidentialite / partage de certaines informations,Organisation de la maintenance de","","Cite El Khadra, Tunis","3 fevrier 2026","","Responsable informatique","https://www.keejob.com/offres-emploi/235949/responsable-informatique/"
