title,company,location,date,job_link,description,source,required_skills
Consultant (e) fonctionnel (lle),HELMA SOFT,"Les berges du lac, Tunis, Tunisie",,https://www.tanitjobs.com/job/1999397/consultant-e-fonctionnel-lle/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à TUNIS- les berges du lac » Consultant (e) fonctionnel (lle) Dans le cadre de projets liés à la mise en conformité et à la transformation digitale autour de la facturation électronique, nous recherchons un consultant fonctionnel expérimenté. Il/elle interviendra sur l’analyse des besoins métiers, la mise en œuvre des solutions et l’accompagnement des utilisateurs. Emploi Tunisie » Offres d'emploi à TUNIS- les berges du lac » Consultant (e) fonctionnel (lle)",tanitjob,"git, r"
Tech Lead .Net/ Angular,MS Solutions,"Montplaisir, Tunis, Tunisie",,https://www.tanitjobs.com/job/1990895/tech-lead-net-angular/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Tech Lead .Net/ Angular A Propos de MS Solutions : MS SOLUTIONS est un acteur de référence dans le domaine des solutions de paiement, fort de plus d’une décennie d’expérience et d’une équipe de plus de 100 collaborateurs basés en France, en Tunisie et à Dubaï. L’entreprise accompagne les acteurs de l’écosystème des paiements ainsi que les opérateurs télécoms, les commerçants et les institutions publiques dans leur transformation des paiements, en alliant expertise stratégique et innovation technologique. S’appuyant sur de solides partenariats avec des acteurs majeurs tels que Thales et Verifone, MS SOLUTIONS propose des solutions de paiement sécurisées et complètes, adaptées aux spécificités locales tout en respectant les normes internationales. Pour en savoir plus : www.mssolutions-group.com Description du poste : Dans le cadre du renforcement de notre équipe, nous sommes à la recherche d’un Tech Lead .Net/ Angular. Vous interviendrez sur plusieurs projets dans un environnement international. Principales Missions & Responsabilités : Compétences & Qualités Requises : Le plus important pour nous : le profil humain ! Vous disposez des compétences et des qualités suivantes : Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Tech Lead .Net/ Angular",tanitjob,"angular, go, r"
Commercial B to B à Sousse,Tunisianet,"Sousse, Sousse, Tunisie",,https://www.tanitjobs.com/job/1994191/commercial-b-to-b-à-sousse/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à sousse centre » Commercial B to B à Sousse Développer et fidéliser un portefeuille de clients professionnels (B to B) afin d’atteindre les objectifs de chiffre d’affaires Activités et responsabilités Prospection & développement commercial Identifier et cibler de nouveaux clients (prospection téléphonique, terrain,...) Élaborer les offres commerciales et devis Négocier les conditions commerciales dans le respect de la politique de l’entreprise Conclure les ventes et assurer le suivi des contrats Assurer un suivi régulier des clients et garantir leur satisfaction Fidéliser les comptes stratégiques Formation commerciale (licence ,master,BTS) Expérience souhaitée : 3 à 5 ans en vente B to B Emploi Tunisie » Offres d'emploi à sousse centre » Commercial B to B à Sousse",tanitjob,"go, r"
Product Owner,Qualipro,"Menzah, Ariana, Tunisie",,https://www.tanitjobs.com/job/1995118/product-owner/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Tunis » Product Owner Lieu : Tunis, Menzah 4 Démarrage : Dès que possible Notre groupe international, spécialisé dans le QHSE, recrute un Product Owner qui rejoindra notre équipe basée à Tunis et contribuera au développement de notre solution digitale de gestion des enjeux de santé et sécurité au travail : Winlassie. Le poste est basé à Tunis avec des interactions fortes avec les équipes de développement sur place (BI, Application mobile Winlassie App) et avec le reste des équipes basées en France (pour le produit WOL : PM, PO, Développeurs et autres fonctions de l’entreprise) Nous offrons un environnement de travail stimulant et bienveillant, où l'épanouissement personnel et professionnel de chaque collaborateur est une priorité. En intégrant notre équipe, vous participerez à des projets innovants ayant un impact significatif sur nos clients. Principales Missions : Vous accompagnez le développement de nos produits Winlassie et vous pilotez la mise en œuvre de fonctionnalités innovantes destinées à nos clients. Vous jouerez un rôle central dans la définition, l’évolution et la valorisation de nos innovations fonctionnelles au service de la performance santé et sécurité au travail. Gestion des produits Coordination avec les équipes de développement Qualité et validation Compétences requises : Compétences techniques attendues : Compétences comportementales souhaitées : Ce que nous offrons : Emploi Tunisie » Offres d'emploi à Tunis » Product Owner",tanitjob,"git, r"
Data Analyst Confirmé - Senior (H/F),skwad.,"Immeuble Hamdi , 1er étage, gp1 Khezema Est, juste en face ""Farha Home",,https://www.tanitjobs.com/job/1998033/data-analyst-confirmé-senior-h-f/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à ---- » Data Analyst Confirmé - Senior (H/F) Data Analyst (H/F) – Sousse * Lieu : Sousse, Tunisie* Contrat : CDI – Temps plein* Service : IT* Rattachement : CTO Skwad est un centre de services du groupe Pure Ventures, acteur engagé dans le développement de l’économie circulaire et durable. Basé à Sousse, notre centre accompagne les différentes entités du groupe à travers des expertises en IT, Data, Opérations et Service Client. Dans le cadre du développement de notre pôle Data, nous recrutons un Data Analyst passionné par la donnée, capable de transformer les chiffres en leviers de performance. Au sein de l’équipe IT, vous aurez pour rôle d’exploiter les données de l’entreprise afin d’accompagner la prise de décision stratégique. Analyse & exploitation des données Reporting & Datavisualisation Amélioration continue Collaboration transverse * Un environnement stimulant et collaboratif* Des projets à impact positif dans l’économie circulaire* Une équipe dynamique et bienveillante* Une rémunération attractive + complémentaire santé* De réelles perspectives d’évolution Vous souhaitez relever un nouveau challenge ? Postulez dès maintenant ! Emploi Tunisie » Offres d'emploi à ---- » Data Analyst Confirmé - Senior (H/F)",tanitjob,r
Head of Marketing & Communication,INNO THINK LABS,"Sousse, Sousse, Tunisie",,https://www.tanitjobs.com/job/1992512/head-of-marketing-communication/?backPage=&searchID=1776969059.1712,Emploi Tunisie » Offres d'emploi à Sousse ville » Head of Marketing & Communication Pourquoi nous rejoindre ? Emploi Tunisie » Offres d'emploi à Sousse ville » Head of Marketing & Communication,tanitjob,
Développeur(euse) Full Stack WordPress,Centre Canadien de Services d’Agents Virtuels - CCSAV,"Mutuelle Ville, Tunis, Tunisie",,https://www.tanitjobs.com/job/1995229/développeur-euse-full-stack-wordpress/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi en Tunisie » Développeur(euse) Full Stack WordPress Dans le cadre de notre collaboration avec notre client français, nous recherchons un(e) développeur(euse) full stack WordPress disposant également de solides compétences en design Figma.Ce poste s’adresse à un profil polyvalent, capable de concevoir des interfaces web modernes et performantes, puis de les intégrer avec un haut niveau d’exigence sur WordPress (Divi). Bac +5 en informatique, développement web ou équivalent Français : courant (indispensable) Anglais : professionnel (apprécié) ** Compétences clésCompétences techniques : - Excellente maîtrise de Figma (design UX/UI) - Très bonne maîtrise de WordPress - Maîtrise avancée de Divi - JavaScript / jQuery - PHP (environnement WordPress) - Responsive design avancé - Intégration pixel-perfect - Optimisation des performances web (temps de chargement, Core Web Vitals) - SEO technique de base ** Atouts supplémentaires : - ACF (Advanced Custom Fields) ** Compétences relationnelles : - Autonomie et sens des responsabilités - Rigueur et souci du détail - Capacité à gérer plusieurs projets simultanément - Esprit d’analyse et de résolution de problèmes - Bon relationnel et communication professionnelle - Capacité à collaborer efficacement avec des équipes et avec notre client ** Vos responsabilités : - Concevoir des chartes graphiques et des maquettes web sur Figma - Développer et intégrer des sites WordPress avec Divi - Assurer une intégration fidèle (pixel-perfect) des maquettes - Créer et personnaliser des templates et thèmes enfants - Développer des fonctionnalités spécifiques sur mesure - Intégrer des API externes si nécessaire - Optimiser les performances, la vitesse et le SEO technique - Garantir un rendu responsive optimal sur tous les supports - Assurer la maintenance et l’évolution des projets existants - Collaborer avec les équipes internes et avec notre client Emploi Tunisie » Offres d'emploi en Tunisie » Développeur(euse) Full Stack WordPress",tanitjob,"excel, java, php, r"
Développeur WordPress,OTOSPEX_solutions,"Djerba, Midoun, Tunisie",,https://www.tanitjobs.com/job/1993099/développeur-wordpress/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à tunis » Développeur WordPress About the Role: We’re looking for a skilled WordPress Developer to join our team in Tunis. You will use Elementor and custom plugins to build, optimize, and maintain responsive, user-friendly websites for our clients. Emploi Tunisie » Offres d'emploi à tunis » Développeur WordPress",tanitjob,r
Opportunités Profils Juniors,PARTNERS SEARCH AND SELECTION,"Les Berges du Lac , Tunis, Tunisie",,https://www.tanitjobs.com/job/1997088/opportunités-profils-juniors/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Les Berges du Lac » Opportunités Profils Juniors Dans le cadre du lancement d’une nouvelle structure en forte croissance aux Berges du Lac, nous recherchons des talents juniors souhaitant s’investir dans un projet entrepreneurial d’envergure dès ses débuts. Pôles de Compétences Ouverts : Rejoindre ce projet, c’est participer activement à la construction d’une structure en pleine croissance tout en bénéficiant d’une autonomie réelle et d’une courbe d’apprentissage accélérée. Vos Missions (selon la spécialité) : Participation active aux projets de structuration et de développement. Contribution aux initiatives de digitalisation et d’optimisation des flux. Analyse de données, reporting et support à la prise de décision. Collaboration directe avec la Direction et les fondateurs. Jeune diplômé(e) ou bénéficiant d'une première expérience concluante. Rigueur, autonomie et forte capacité d’adaptation. Esprit d’équipe et aisance relationnelle. Maîtrise parfaite du français et de l'anglais. Localisation : Les Berges du Lac, Tunis. Contrat : Stage ou CIVP (avec opportunité de recrutement selon performance). Emploi Tunisie » Offres d'emploi à Les Berges du Lac » Opportunités Profils Juniors",tanitjob,"git, r"
Spécialiste Marketing Digital (Growth & Performance),Société arctic climatecontrol,"Sousse, Sousse, Tunisie",,https://www.tanitjobs.com/job/1992798/spécialiste-marketing-digital-growth-performance/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Sousse » Spécialiste Marketing Digital (Growth & Performance) Dans le cadre du lancement d’une nouvelle plateforme digitale, nous recherchons un(e) Spécialiste Marketing orienté(e) performance pour piloter l’acquisition et la croissance. Missions principales : Emploi Tunisie » Offres d'emploi à Sousse » Spécialiste Marketing Digital (Growth & Performance)",tanitjob,"git, r"
Technico-Administratif à Sfax,Declitech innovation,"Sfax, Sfax, Tunisie",,https://www.tanitjobs.com/job/1998848/technico-administratif-à-sfax/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Sfax » Technico-Administratif à Sfax Présentation de DecliTech DecliTech est une entreprise EdTech qui propulse les enfants et adolescents dans le monde des nouvelles technologies (programmation, robotique, IA, design, entrepreneuriat etc) à travers un programme innovant. Avec un grand réseau et une présence dans 13 villes en Tunisie, nous aidons les jeunes de 7–17 ans à développer leurs compétences numériques et personnelles pour les préparer aux métiers de demain. En tant que Technico-Administratif, vous combinez expertise technique sur notre programme innovant et nos solutions EdTech et compétences commerciales pour développer les ventes auprès des parents, écoles, entreprises et partenaires. Votre mission principale : vendre notre programme et nos solutions technologiques avec un accompagnement technique sur mesure (démonstration, intégration, ROI chiffré). Responsabilités principales ● Prospecter et qualifier des leads B2C et B2B (parents, écoles privées, entreprises RSE, organisations). ● Présenter techniquement nos solutions (robotique, programmation, IA etc) avec démonstrations. ● Analyser les besoins techniques (infrastructures IT, intégration planning, budget équipements) et proposer des offres packagées. ● Négocier les contrats complexes (équipements + formation + maintenance) et assurer la signature. ● Accompagner techniquement l'onboarding client (installation kits pédagogiques, formation instructeurs, support lancement). ● Assurer le suivi post-vente (support technique, upsell modules avancés, renouvellements annuels). ● Collaborer avec le département Ingénierie R&D pour adapter nos solutions aux besoins spécifiques des gros comptes. ● Reporting CRM complet (pipeline technique, démos réalisées, deals techniques, CA généré). ● Accueillir et conseiller les parents sur nos programmes (robotique, programmation, IA, soft skills, etc.) en présentiel ou par téléphone. ● Travailler en étroite collaboration avec les instructeurs et les départements organisation et pédagogique pour garantir une expérience fluide pour les parents et les enfants. ● Vous avez 2-5 ans d'expérience technico-commercial (idéalement EdTech, IT, robotique ou formation) ou vente B2B et B2C . ● Formation technique (Bac+3) avec fibre commerciale développée. ● Excellente présentation technique : capacité à expliquer robotique/IA/programmation à des non-techniciens (directeurs écoles, DRH). ● Vous aimez le contact avec les parents et vous savez créer un climat de confiance rapidement, en présentiel comme au téléphone. ● Vous maîtrisez prospection B2B + closing technique (démos, POC, chiffrage ROI). ● Français courant (présentations), anglais technique un plus ; arabe pour réseau local. ● Une sensibilité pour l’éducation, les enfants et/ou les nouvelles technologies et une expérience RSE corporate est un vrai plus pour vous épanouir dans l’environnement DecliTech. ● Poste hybride technique/commercial au cœur de l'innovation EdTech. ● Environnement tech stimulant. ● Projet à fort impact social. ● Environnement collaboratif avec outils digitaux modernes (CRM intégré, dashboard KPI). ● Package fixe + primes sur objectifs (conversion, clients signés). ● Formations continues (certifications, vente solutions innovantes, CRM avancé). ● Type de contrat : CDI/CIVP selon le profil ● Horaires : Temps plein Emploi Tunisie » Offres d'emploi à Sfax » Technico-Administratif à Sfax",tanitjob,"excel, git, go, r"
Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F),Xpertcall,"Charguia, Ariana, Tunisie",,https://www.tanitjobs.com/job/2000309/nous-recrutons-ingénieur-informatique-cybersécurité-h-f/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Tunis » Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F) Vous êtes passionné(e) par la cybersécurité et la réponse aux incidents ? Rejoignez une équipe engagée au cœur de la protection des systèmes d’information ! Compétences techniques Au sein de notre SOC (Security Operations Center), vous intervenez dans un environnement MDR (Managed Detection & Response) et prenez part activement à la sécurité de nos clients : Emploi Tunisie » Offres d'emploi à Tunis » Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F)",tanitjob,r
Docteur Data Science/ Informatique (SMDDS01),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",,https://www.tanitjobs.com/job/1999265/docteur-data-science-informatique-smdds01/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Ariana » Docteur Data Science/ Informatique (SMDDS01) SMART Conseil est un éditeur de logiciels spécialisé en Data Science et en Intelligence Artificielle. SM développe des solutions d’Intelligence Artificielle à haute valeur ajoutée en se basant sur un socle technologique moderne. L’entreprise compte déjà un premier brevet européen pour une technologie innovante en IA. Nous sommes à la recherche d’un docteur en Data Science ou en Informatique pour renforcer, manager et accompagner nos équipes. En tant que Manager ou lead en data/informatique, vos missions sont : - Titulaire d’un Doctorat (Informatique, Informatique de gestion, Télécommunications ou autres). - Bonnes connaissances en Machine Learning. - Maîtrise du langage de programmation Python (PySpark est un plus). - Bonnes connaissances des bases de données SQL et NoSQL. - Maîtrise des librairies de Machine Learning : Scikit-learn, Pandas, Matplotlib. - Bonnes connaissances des frameworks de Deep Learning : Tensorflow, Keras. - Bon niveau en anglais et en français. Emploi Tunisie » Offres d'emploi à Ariana » Docteur Data Science/ Informatique (SMDDS01)",tanitjob,"deep learning, machine learning, pandas, python, r, scikit-learn, spark, sql, tensorflow"
Technical Support Engineer (Deutsch) – Support Informatique,IT Help Services,"Les Berges du Lac , Tunis, Tunisie",,https://www.tanitjobs.com/job/1990976/technical-support-engineer-deutsch-support-informatique/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Les Berges du Lac 2 Tunis » Technical Support Engineer (Deutsch) – Support Informatique Description de l’emploi Poste en CDI basé à Tunis, exactement à la Berges du Lac 2, à côté de l’Ambassade du Canada, pour piloter un support international. Pour le compte d’une multinationale, vous prenez en charge une fonction clé au sein de l’entreprise, en intervenant sur l’organisation, le pilotage et l’évolution du système d’information et du réseau. Vos missions principales : Profil recherché et avantages Compétences et connaissances : Avantages du poste : Emploi Tunisie » Offres d'emploi à Les Berges du Lac 2 Tunis » Technical Support Engineer (Deutsch) – Support Informatique",tanitjob,r
Analyste Concepteur COBOL – Mainframe (H/F),SATELIANCE,Île-de-France,,https://www.tanitjobs.com/job/1991192/analyste-concepteur-cobol-mainframe-h-f/?backPage=&searchID=1776969059.1712,"Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Analyste Concepteur COBOL – Mainframe (H/F) Vous êtes passionné(e) par COBOL et Mainframe ? Rejoignez un projet stimulant en Île-de-France ! Analyser les besoins fonctionnels et techniques Rédiger les spécifications fonctionnelles et techniques Développer et maintenir des applications en COBOL Réaliser les tests unitaires et d’intégration Assurer la maintenance corrective et évolutive Participer aux rituels Agile et aux revues de code Environnement technique : Enterprise COBOL / COBOL II IBM z/OS, JCL, DB2, IMS, VSAM IDE : IBM RDZ / IBM IDz / ISPF Bac+4 / Bac+5 en informatique ou équivalent 3 à 6 ans d’expérience en COBOL Mainframe Rigueur, autonomie, esprit d’équipe Une expérience dans le secteur bancaire est un plus Français courant obligatoire, les candidats de Tunisie avec un très bon niveau de français sont invités à postuler Emploi Tunisie » Offres d'emploi à Sélectionnez Gouvernorat » Analyste Concepteur COBOL – Mainframe (H/F)",tanitjob,"agile, go, r"
DATA ENGINEER SENIOR,Planus Analytics,"Tunis, Tunis, Tunisie",,https://www.tanitjobs.com/job/1994983/data-engineer-senior/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi en Tunisie » DATA ENGINEER SENIOR NOUS RECRUTONS – DATA ENGINEER SENIOR (Cloud / DBT) Localisation : Tunisie / France (Mobilité internationale) À propos de Planus Analytics Planus Analytics est un cabinet de conseil spécialisé en transformation digitale et analytique. Nous accompagnons nos clients dans la modernisation de leurs architectures data, le déploiement de solutions cloud et data engineering, et la mise en place de pipelines robustes et scalables pour des projets à fort impact stratégique. En tant que Data Engineer Senior, vous serez un acteur clé des initiatives data, intervenant sur la conception, l’optimisation et la gouvernance des données pour des clients internationaux. En tant que Data Engineer Senior, vous : Atouts supplémentaires : Rejoignez une équipe d’experts et participez à des projets data stratégiques ! Envoyez votre CV à : recrutement@planus-analytics.com Objet du mail : Data Engineer Senior – Planus Analytics Partagez cette opportunité dans votre réseau et rejoignez l’aventure ! Emploi Tunisie » Offres d'emploi en Tunisie » DATA ENGINEER SENIOR",tanitjob,"git, go, r, scala"
Développeur / Intégrateur API (H/F),NEXTECH MEDICAL,"Sfax, Sfax, Tunisie",,https://www.tanitjobs.com/job/1996367/développeur-intégrateur-api-h-f/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à sfax » Développeur / Intégrateur API (H/F) Nextech Medical est une entreprise innovante dans le domaine médical, avec une forte composante digitale et e-commerce. Dans le cadre de notre développement, nous recrutons un profil IT expérimenté pour structurer et fiabiliser nos intégrations systèmes. Ce poste s’inscrit dans une phase de structuration de notre système d’information. À ce jour, il n’existe pas d’équipe dédiée à ces sujets en interne. Le candidat sera donc le référent technique sur les intégrations et devra être capable de travailler en autonomie, de proposer des solutions, et de construire progressivement les bases techniques nécessaires. Ce rôle nécessite une forte capacité d’adaptation, un esprit d’initiative et une approche orientée résolution de problèmes. Missions principales Atouts supplémentaires Pourquoi nous rejoindre Atouts supplémentaires Emploi Tunisie » Offres d'emploi à sfax » Développeur / Intégrateur API (H/F)",tanitjob,"git, r"
Stage Pré-embauche DevOps (SPEDV04),Smart Conseil,"Cité El Ghazala, Ariana, Tunisie",,https://www.tanitjobs.com/job/1993619/stage-pré-embauche-devops-spedv04/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Ariana » Stage Pré-embauche DevOps (SPEDV04) Smart Conseil accompagne les grands comptes dans leur transformation digitale. Nous intervenons pour nos clients sur les phases de conception, de développement sur les dernières technologies, ou encore le pilotage de projets en mode agile. Nous vous proposons : La mission principale du DevOps est d'être le garant de la performance et la continuité de services des solutions et du développement à la production (qualité du déploiement, adéquation des infrastructures, disponibilité des services). Compétences techniques : Emploi Tunisie » Offres d'emploi à Ariana » Stage Pré-embauche DevOps (SPEDV04)",tanitjob,"agile, git, r"
Graphic Designer UX/UI,Solution group,"Montplaisir , centre pacha bloc c1ere étage",,https://www.tanitjobs.com/job/1995009/graphic-designer-ux-ui/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Cite El Khadra » Graphic Designer UX/UI ARAMYS GROUP recrute un(e) graphiste qui aura pour missions: - Assurer la prise en charge des étapes du processus de création des collections homme, femme et enfant. - Étudier la tendance et les nouveautés pour chaque saison. - proposition et création de visuels, d’imprimés, de créations broderie, en fonction des thèmes définis. - Réalisation du dossier technique et déclinaison pour chaque gamme coloris ; - Créer des imprimés graphiques all over. - Contrôle des visuels au niveau des prototypes. - Créer les éléments de packaging et de labelling. Diplômé(e) d'une école de graphisme. Vous maîtrisez la suite Adobe (Illustrator et Photoshop). Emploi Tunisie » Offres d'emploi à Cite El Khadra » Graphic Designer UX/UI",tanitjob,r
Head of Marketing & Communication,INNO THINK LABS,"Sousse, Sousse, Tunisie",,https://www.tanitjobs.com/job/1992512/head-of-marketing-communication/?backPage=&searchID=1776969222.81,Emploi Tunisie » Offres d'emploi à Sousse ville » Head of Marketing & Communication Pourquoi nous rejoindre ? Emploi Tunisie » Offres d'emploi à Sousse ville » Head of Marketing & Communication,tanitjob,
Stage – E-commerce & Automation (Growth Hacker Junior),MHS TRADING COMPANY,Route ain km3,,https://www.tanitjobs.com/job/1991865/stage-e-commerce-automation-growth-hacker-junior/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Sfax » Stage – E-commerce & Automation (Growth Hacker Junior) Stage – E-commerce & Automation (Growth Hacker Junior) Sfax / Tunisie | MHS Trading – Momstore.tn MHS Trading est une entreprise leader en Tunisie spécialisée dans la distribution de marques premium pour maman et bébé. Nous opérons la plateforme e-commerce Momstore.tn, classée parmi les sites les plus performants du secteur avec plus de 100 000 visiteurs mensuels. Notre mission : révolutionner l’expérience des jeunes parents grâce à des produits innovants et un marketing digital En tant que stagiaire E-commerce & Automation, tu travailleras directement avec le fondateur sur des projets à fort impact : ⚙️ Automatisation marketing - Mise en place de flows email (Brevo) - Automatisation WhatsApp (relance panier, SAV, fidélisation) - Création de scénarios clients (acquisition → conversion → fidélisation) Optimisation du site (CRO) - Amélioration des pages produits (conversion) - Analyse du comportement utilisateur - A/B testing et optimisation mobile Data & Tracking - Implémentation tracking (Google Analytics, Meta Pixel, CAPI) - Analyse des performances (ROAS, conversion) - Création de dashboards simples Automatisation opérationnelle - Optimisation du suivi des commandes - Aide à la création d’outils (Excel / automatisation) - Détection des anomalies logistiques - Étudiant en marketing digital, e-commerce, informatique ou data - Intérêt fort pour le business en ligne - Esprit analytique + logique - Autonome, curieux et orienté résultats Bonus (pas obligatoire mais très apprécié) : - Connaissance Meta Ads / Google Analytics - Notions en automatisation (Zapier, Make, etc.) - Bases en HTML / JavaScript - Maîtrise Excel ou outils data Ce que tu vas apprendre - Comment scaler un e-commerce réel (pas théorique) - Les meilleures stratégies Meta Ads et CRO - L’automatisation marketing avancée - Le fonctionnement d’une marque leader en Tunisie Pourquoi nous rejoindre - Projets concrets à fort impact - Accès direct au fondateur (learning accéléré) - Possibilité d’embauche - Environnement dynamique & ambitieux Envoie ton CV + un message court expliquant pourquoi tu veux rejoindre Momstore.tn à : Contact@mhstrading.tn | momstoretn@gmail.com Objet : Stage Growth – Momstore Si tu veux apprendre vite, construire, et avoir un vrai impact… ce stage est fait pour toi Emploi Tunisie » Offres d'emploi à Sfax » Stage – E-commerce & Automation (Growth Hacker Junior)",tanitjob,"excel, git, go, java, r"
Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F),Xpertcall,"Charguia, Ariana, Tunisie",,https://www.tanitjobs.com/job/2000309/nous-recrutons-ingénieur-informatique-cybersécurité-h-f/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Tunis » Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F) Vous êtes passionné(e) par la cybersécurité et la réponse aux incidents ? Rejoignez une équipe engagée au cœur de la protection des systèmes d’information ! Compétences techniques Au sein de notre SOC (Security Operations Center), vous intervenez dans un environnement MDR (Managed Detection & Response) et prenez part activement à la sécurité de nos clients : Emploi Tunisie » Offres d'emploi à Tunis » Nous recrutons : Ingénieur Informatique & Cybersécurité (H/F)",tanitjob,r
ASSISTANTE COMMERCIALE & ADMINISTRATIVE,Solution group,"Montplaisir, Tunis, Tunisie",,https://www.tanitjobs.com/job/1998303/assistante-commerciale-administrative/?backPage=&searchID=1776969222.81,Emploi Tunisie » Offres d'emploi à Cite El Khadra » ASSISTANTE COMMERCIALE & ADMINISTRATIVE Emploi Tunisie » Offres d'emploi à Cite El Khadra » ASSISTANTE COMMERCIALE & ADMINISTRATIVE,tanitjob,
Intégrateur web,LBI TUNISIE,29 rue ile de Zembra,,https://www.tanitjobs.com/job/1997167/intégrateur-web/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à les berges du Lac 2 » Intégrateur web De formation supérieure Bac+3 à Bac+5, vous avez une expérience dans l’intégration et le développement de sites responsive, vous avez des bonnes connaissances en PHP. Vous accordez une grande importance à la qualité de votre travail et à la réalisation des finitions graphiques. Vous aimez réalisez des sites dynamiques qui claquent. Compétences requises : Vous êtes rigoureux (se), capable d'adaptation, avez le sens du travail bien fait et du travail en équipe. Emploi Tunisie » Offres d'emploi à les berges du Lac 2 » Intégrateur web",tanitjob,"go, php, r"
Commercial IT (SCI0100),Smart Conseil,"Technopole El Ghazela, Ariana, Tunisie",,https://www.tanitjobs.com/job/1994061/commercial-it-sci0100/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Tunis » Commercial IT (SCI0100) Smarte Conseil est un éditeur de logiciels avec une branche conseil spécialisée dans l'IA et le Big Data. Nous accompagnons nos clients dans leur transformation numérique grâce à des solutions innovantes et sur mesure.​ En tant que Commercial IT, vous serez au cœur de notre stratégie de développement. Votre rôle consistera à promouvoir nos solutions, développer notre portefeuille client et entretenir des relations solides et durables avec nos partenaires. Vous évoluerez dans un environnement dynamique et collaboratif, où vos compétences relationnelles et votre esprit d’équipe seront valorisés.​ Vos principales responsabilités :​ Nous recherchons un(e) professionnel(le) passionné(e) par la communication et le travail d’équipe, avec un excellent sens du contact. Ce que nous offrons​ Vous êtes motivé(e) à relever ce défi ?​ Rejoignez Smarte Conseil et participez activement à notre mission : accompagner nos clients dans leur transformation numérique grâce à des solutions technologiques innovantes ! Emploi Tunisie » Offres d'emploi à Tunis » Commercial IT (SCI0100)",tanitjob,"excel, r"
Assistant(e) Chef de projet (CFP001),Smart Conseil,"Technopole El Gazala, Ariana, Tunisie",,https://www.tanitjobs.com/job/1999068/assistant-e-chef-de-projet-cfp001/?backPage=&searchID=1776969222.81,"Emploi Tunisie » Offres d'emploi à Tunis » Assistant(e) Chef de projet (CFP001) Qui sommes-nous ? Smart Conseil est un éditeur de logiciels avec une branche conseille spécialisée dans l’intelligence artificielle, le Big Data et les technologies de demain. Nous développons des solutions innovantes pour la maintenance prédictive, la connaissance client et les modèles prédictifs comportementaux, tout en accompagnant nos clients dans leurs projets d’ingénierie des données, d’apprentissage automatique et de science des données. Dans le cadre de notre forte croissance, nous recherchons un(e) Assistant(e) Chef de Projet Technique passionné(e) et motivé(e) pour rejoindre notre équipe dynamique. En collaboration avec nos équipes techniques et opérationnelles, vous aurez pour responsabilités : Vous êtes passionné(e) par les défis techniques et organisationnels ? Vous aimez travailler en équipe tout en jouant un rôle moteur ? Voici ce que nous recherchons : Emploi Tunisie » Offres d'emploi à Tunis » Assistant(e) Chef de projet (CFP001)",tanitjob,r
